iter	Passed	Remaining
573	927	688
574	929	686
575	930	685
576	932	683
577	934	682
578	936	680
579	937	679
580	939	677
581	940	675
582	942	674
583	944	672
584	945	670
585	947	669
586	949	667
587	951	666
588	952	664
589	954	662
590	955	661
591	957	659
592	958	657
593	960	656
594	962	654
595	963	653
596	965	651
597	967	650
598	968	648
599	970	646
600	971	645
601	973	643
602	975	642
603	976	640
604	978	638
605	979	637
606	981	635
607	983	633
608	984	632
609	986	630
610	987	628
611	989	627
612	991	625
613	992	624
614	994	622
615	996	621
616	997	619
617	999	617
618	1001	616
619	1002	614
620	1004	613
621	1006	611
622	1007	609
623	1008	607
624	1010	606
625	1011	604
626	1013	602
627	1015	601
628	1016	599
629	1017	597
630	1019	596
631	1020	594
632	1022	592
633	1024	591
634	1025	589
635	1027	588
636	1029	586
637	1030	584
638	1032	583
639	1034	581
640	1035	580
641	1037	578
642	1039	576
643	1040	575
644	1042	573
645	1043	571
646	1045	570
647	1047	568
648	1048	567
649	1050	565
650	1051	563
651	1053	562
652	1055	560
653	1057	559
654	1058	557
655	1060	555
656	1061	554
657	1063	552
658	1064	551
659	1066	549
660	1068	547
661	1069	546
662	1071	544
663	1073	543
664	1074	541
665	1076	539
666	1078	538
667	1079	536
668	1081	534
669	1082	533
670	1084	531
671	1086	530
672	1087	528
673	1089	526
674	1091	525
675	1092	523
676	1094	522
677	1095	520
678	1097	518
679	1099	517
680	1100	515
681	1102	513
682	1103	512
683	1105	510
684	1107	509
685	1108	507
686	1110	505
687	1111	504
688	1113	502
689	1115	500
690	1116	499
691	1118	497
692	1119	496
693	1121	494
694	1122	492
695	1124	491
696	1126	489
697	1127	487
698	1129	486
699	1130	484
700	1132	483
701	1134	481
702	1135	479
703	1137	478
704	1139	476
705	1140	474
706	1142	473
707	1143	471
708	1145	470
709	1146	468
710	1148	466
711	1150	465
712	1151	463
713	1153	462
714	1155	460
715	1157	459
716	1158	457
717	1160	455
718	1161	454
719	1163	452
720	1165	450
721	1166	449
722	1168	447
723	1169	446
724	1171	444
725	1173	442
726	1174	441
727	1176	439
728	1177	437
729	1179	436
730	1181	434
731	1182	433
732	1184	431
733	1186	429
734	1187	428
735	1189	426
736	1191	425
737	1192	423
738	1194	421
739	1196	420
740	1197	418
741	1199	417
742	1201	415
743	1202	413
744	1204	412
745	1205	410
746	1207	409
747	1209	407
748	1210	405
749	1212	404
750	1214	402
751	1215	400
752	1217	399
753	1219	397
754	1220	396
755	1222	394
756	1224	392
757	1225	391
758	1227	389
759	1228	388
760	1230	386
761	1231	384
762	1233	383
763	1234	381
764	1236	379
765	1237	378
766	1239	376
767	1241	374
768	1242	373
769	1244	371
770	1245	370
771	1247	368
772	1249	366
773	1250	365
774	1252	363
775	1253	361
776	1255	360
777	1257	358
778	1258	357
779	1260	355
780	1262	353
781	1263	352
782	1265	350
783	1266	349
784	1268	347
785	1269	345
786	1271	344
787	1273	342
788	1274	340
789	1276	339
790	1278	337
791	1279	336
792	1281	334
793	1282	332
794	1284	331
795	1286	329
796	1287	327
797	1289	326
798	1290	324
799	1292	323
800	1294	321
801	1295	319
802	1297	318
803	1299	316
804	1301	315
805	1302	313
806	1304	311
807	1306	310
808	1307	308
809	1309	307
810	1310	305
811	1312	303
812	1313	302
813	1315	300
814	1317	298
815	1318	297
816	1320	295
817	1322	294
818	1323	292
819	1325	290
820	1326	289
821	1328	287
822	1329	286
823	1331	284
824	1333	282
825	1334	281
826	1336	279
827	1338	278
828	1340	276
829	1341	274
830	1343	273
831	1344	271
832	1346	269
833	1348	268
834	1349	266
835	1351	265
836	1353	263
837	1354	261
838	1356	260
839	1358	258
840	1359	257
841	1361	255
842	1363	253
843	1365	252
844	1366	250
845	1368	249
846	1370	247
847	1371	245
848	1373	244
849	1375	242
850	1376	241
851	1378	239
852	1379	237
853	1381	236
854	1383	234
855	1384	232
856	1386	231
857	1387	229
858	1389	228
859	1391	226
860	1392	224
861	1394	223
862	1396	221
863	1397	220
864	1399	218
865	1401	216
866	1402	215
867	1404	213
868	1406	211
869	1407	210
870	1409	208
871	1410	207
872	1412	205
873	1414	203
874	1415	202
875	1417	200
876	1418	198
877	1420	197
878	1421	195
879	1423	194
880	1424	192
881	1426	190
882	1427	189
883	1429	187
884	1430	185
885	1432	184
886	1434	182
887	1435	181
888	1437	179
889	1438	177
890	1440	176
891	1442	174
892	1443	172
893	1445	171
894	1446	169
895	1448	168
896	1450	166
897	1451	164
898	1453	163
899	1454	161
900	1456	160
901	1457	158
902	1459	156
903	1461	155
904	1462	153
905	1464	151
906	1466	150
907	1467	148
908	1469	147
909	1470	145
910	1472	143
911	1474	142
912	1475	140
913	1477	138
914	1478	137
915	1480	135
916	1481	134
917	1483	132
918	1485	130
919	1486	129
920	1488	127
921	1490	126
922	1491	124
923	1493	122
924	1494	121
925	1496	119
926	1498	117
927	1499	116
928	1501	114
929	1502	113
930	1504	111
931	1506	109
932	1507	108
933	1509	106
934	1511	105
935	1513	103
936	1514	101
937	1516	100
938	1517	98
939	1519	96
940	1521	95
941	1522	93
942	1524	92
943	1526	90
944	1527	88
945	1529	87
946	1531	85
947	1532	84
948	1534	82
949	1535	80
950	1537	79
951	1539	77
952	1540	75
953	1542	74
954	1543	72
955	1545	71
956	1547	69
957	1548	67
958	1550	66
959	1551	64
960	1553	63
961	1554	61
962	1556	59
963	1557	58
964	1559	56
965	1561	54
966	1562	53
967	1564	51
968	1565	50
969	1567	48
970	1569	46
971	1570	45
972	1572	43
973	1574	42
974	1575	40
975	1577	38
976	1579	37
977	1580	35
978	1582	33
979	1583	32
980	1585	30
981	1587	29
982	1588	27
983	1590	25
984	1591	24
985	1593	22
986	1595	21
987	1596	19
988	1598	17
989	1599	16
990	1601	14
991	1603	12
992	1604	11
993	1606	9
994	1607	8
995	1609	6
996	1611	4
997	1612	3
998	1614	1
999	1616	0
