iter	RMSE
250	73244.16705
251	72940.83957
252	72808.78182
253	72501.63094
254	72291.15419
255	72215.92273
256	71852.95694
257	71649.60398
258	71213.86348
259	70800.4431
260	70697.76819
261	70440.42916
262	70154.11187
263	70085.35624
264	69702.26323
265	69531.5692
266	69348.33063
267	69181.78843
268	68775.28751
269	68423.90383
270	68187.86386
271	67916.51934
272	67782.09742
273	67384.97968
274	67100.68335
275	66790.13023
276	66429.57118
277	66299.79534
278	66154.74591
279	65849.26544
280	65485.3064
281	65176.00976
282	64950.27122
283	64848.33329
284	64507.74411
285	64200.9091
286	63970.29501
287	63664.20176
288	63265.39648
289	62950.06635
0674.17743
291	40402.5047
292	40237.58824
293	40047.45614
294	39790.77283
295	39456.96998
296	39224.37289
297	38974.95028
298	38787.94619
299	38538.16668
300	38318.90538
301	38101.0329
302	37880.47349
303	37678.92958
304	37440.231
305	37297.94677
306	37065.93536
307	36861.40648
308	36633.12076
309	36426.71885
310	36228.54615
311	36030.97084
312	35824.99046
313	35606.31252
314	35402.81367
315	35238.90054
316	35028.95938
317	34814.65472
318	34608.11044
319	34442.32517
320	34238.65821
321	34072.83754
322	33861.54279
323	33672.11652
324	33469.8565
325	33274.38205
326	33077.22832
327	32885.63539
328	32728.21845
329	32573.41545
330	32389.47555
331	32238.27505
332	31983.76612
333	31817.64302
334	31648.24368
6.58272
336	31477.04848
337	31367.58499
338	31289.33581
339	31197.91706
340	31091.06244
341	31006.60652
342	30839.04375
343	30741.39547
344	30555.28155
345	30480.55347
346	30406.84243
347	30334.1323
348	30189.79314
349	30079.56227
350	29913.14448
351	29762.67098
352	29607.94273
353	29492.45103
354	29391.40283
355	29331.77982
356	29245.89333
357	29096.57901
358	28998.4677
359	28930.92355
360	28787.97349
361	28597.27548
362	28540.80706
363	28484.98829
364	28403.54428
365	28314.8942
3366	42689.70519367	28134.39993
368	42481.44542
369	42266.49164
370	42085.02534
371	41811.75855
372	41372	43466.373	41489.92333
374	41374	43363.89794
375	43319.27777
376	43242.08782
377	43192.51114
378	43172.89048
379	43103.41037
380	42998.73247
381	42922.24513
382	42819.51709
383	42800.85487
384	42782.42579
385	42735.11466
386	42605.57833
387	42587.69887
388	42514.58291
389	42414.75957
390	42347.60998
69172
392	31257.81375
393	31148.6369
394	31115.3412
395	31082.42827
396	31049.89398
397	30938.1345
398	30728.9752
83
398	32713.96577
399	32646.73151
400	32608.65098
401	32541.20174
402	32474.60606
403	32402.34568405	24939.904
406	24873.42967
407	24752.85719
408	24693.05707
409	24545.80813
.98527
409	30122.45823
410	30001.22311
84.27829
412	75249.88047
413	75215.94115
414	75182.45387
415	75149.41226
416	75117.83667
417	75085.58787
418	75053.76811
419	75022.37135
420	74991.39166
421	74960.82317
422	74778.6346
423	74598.55566
89
424	31028.5437
425	30937.74751
426	30843.26482
427	30782.52051
428	30690.09153
429	30630.43804
430	30571.56911
431	30549.79178
432	30459.71724
433	30401.8601
434	30313.74484
35	29862.48966
436	29831.71485
437	29669.08418438	20681.80807
439	20610.54765
440	20516.03281
441	20395.58322
442	20326.01468
443	20234.26845
444	20144.13059
445	20027.70629
446	19939.65402
447	19827.0116
448	19760.58011
449	19660.60176
450	19562.62365
451	19466.21656
452	19381.266
453	19286.67715
454	19203.47812
455	19106.30603
456	19013.80941
457	18922.80191
458	18828.55598

459	27787.62693
460	27760.8031
461	27734.27637
462	27595.07861
463	27513.38302
464	27487.42659
465	27461.75821
466	27325.2593
467	27250.656784468	27225.53826
	54223.60971
470	54167.35241
471	54068.40775
472	53965.07728
473	53749.147
474	53555.19925
475	53458.63895
476	53364.29901
477	53254.63265
478	53203.29905
479	53108.55675
480	53016.07559
481	52909.68869
482	52818.03113
483	52728.11019
484	52624.88523
485	52575.13609
486	52526.01446
487	52424.78529
488	52238.49718
489	52149.14186
490	52048.98371
491	52000.75929
492	51902.34124
493	51727.66346
494	51630.36433
495	51534.56861
496	51487.38896
497	51393.25672
498	51221.93133
499	51128.8671
500	51082.52282
501	25489.61119
502	25394.34309
503	25255.34528
504	25231.60468
505	25093.34808
506	24989.05996
507	24853.99404
508	24752.4085
509	24652.68219
510	24502.41912
511	50079.47707
512	50004.60851
513	49932.83592
514	49772.29337
515	49689.27813
516	49518.70323
517	49478.07187
518	49424.97599
519	49384.85593
520	49345.21952
521	49306.06109
522	49151.65053
523	49071.00562
524	48991.59239
525	48948.73624
526	48870.6951
527	48835.89988
528	48801.58843
529	48626.67507
530	48592.78025
531	48422.25154
532	48388.76975
533	48222.52332
534	48181.53228
535	48104.54578
536	47942.21066
537	47909.54061
538	47751.2933
539	47675.11533
540	47520.67745
541	47480.60412
55.12373
543	15324.24819
544	15262.15878
545	15206.13609
546	15193.618
547	15132.54802
548	15120.24401
549	15108.10823
550	15030.50237
551	14954.0679
552	14878.78418
553	1552	14384.26213
553	14354.37483
554	14324.81758
555	14295.58672
556	14266.68121
557	14205.94465
558	14144.63388
559	14106.43943
560	14078.22608
561	14007.48872
562	13939.76243
563	13911.81804
564	13884.14147
565	13826.38898
566	13759.26678
567	13722.65925
568	13695.54634
569	13668.7344
570	13602.94198
571	13567.45484
572	13499.45097
573	13435.44011
574	13576	13417.31542
577	13361.54962
357.479
577	13294.91165
578	13269.382
579	13244.23411
580	13182.73329
581	13149.3315
582	13124.70929
583	13069.81648
584	13045.48553
585	13021.42152

587	31706.48175
588	31654.80923
589	31566.40783
590	31515.42678
21
591	32782.31413
592	32718.10502
593	32654.78374
594	32587.9194
595	32509.13172
596	32441.28002
597	32379.13496
598	32313.55804
599	32246.37298
18090.05498
600	17982.42822
601	17898.27928
602	17831.40012
603	17765.20007
604	17660.05463
605	17594.75826
606	17515.10648
607	17450.95116
608	17387.50836
609	17284.94088
610	17238.62926
611	17192.92151
612	17115.93082
613	17049.30693
614	1694614	28936.49706
615	28914.6759
616	28860.57836
617	28838.95541
618	28727.80414
619	28706.39302
620	28672.87992
621	28637.88765
622	28617.08117
623	28565.42608
624	28545.05703
625	28470.65156
626	28346.62594
627	28312.98398
628	28191.28063
629	28124.97412
630	28087.78829
631	28067.74496
632	28047.18515
633	27927.87351
634	27908.08756
26.1687
636	15688.33007
637	15650.96542
638	15614.06408
639	15546.38167
640	15465.57221
641	15429.29619
642	15393.46513
643	15327.58763
644	15248.18375
645	15212.95712
646	15178.15979
647	15120.3935
648	15035.90417
649	14982.28939
	22881.04046
652	22866.03125
653	22807.11097
654	22711.66242
655	22660.67869
656	22599.56086
657	22548.64529
658	22511.30521
659	22417.90944
660	22360.66914
661	22268.99627
662	22201.64268
663	22183.25996
664	22134.06203
665	22115.83484
666	22104.67602
667	22042.94461
668	22031.93786
669	22016.24879
670	21967.52912
671	21956.86525
672	21901.21034
673	21872.56899
674	21783.68952
675	21765.89894
676	21748.33083
677	21700.36773
678	21682.94661
679	21672.55945
680	21582.05412
681	21492.86348
682	21445.85567
683	21359.77088
684	21306.46297
685	21296.1807
686	21211.72427
687	21125.52538
688	21073.44439
689	20980.18075
690	20929.10602
691	20847.76501
692	20831.54248
693	20781.2773
694	20765.1932
695	20682.09027
696	20632.64185
697	20553.48242
698	20504.86301
699	20416.32084
700	20400.33913
701	20384.54708
702	20336.75256
703	20321.09545
704	20273.85379
705	20197.31357
706	20181.79894
707	20102.469
708	20056.17181
709	19981.47869
710	19935.94697
711	19851.78247
712	19835.52715
713	19819.47546
714	19774.71868
715	19702.26249
716	19686.35977
717	19618.81734
718	19574.95669
719	19559.16127
720	19515.80862
721	19439.913
722	19424.31416
723	19358.512
724	19343.42781
725	19278.444
726	19238.59927
727	19196.12672
728	19181.24337
729	19139.25813
730	19124.621
731	19083.11726
732	19014.83602
733	18957.21836
734	18894.46934
735	18837.93676
736	18829.14901
737	18767.33494
738	18758.74898
739	18697.71754
740	18628.81177
741	18586.50087
742	18540.64636
743	18532.29903
744	18487.07908
745	18445.74243
746	18431.30522
747	18417.03944
748	18408.9829
749	18353.24718
750	18298.205
751	18290.31304
752	18231.94621
753	18168.8539
754	18129.2299
755	18121.42817
756	18059.39688
757	18023.01282
758	17959.66896
759	17897.16367
760	17844.72428
761	17783.18348
762	17756.29375
763	17695.69513
764	17679.94338
765	17626.15885
766	17566.60785
767	17515.59632
768	17490.91904
769	17432.30862
770	17416.75921
771	17379.15419
772	17359.89988
773	17302.24969
774	17286.89109
775	17235.13372
776	17178.4609
777	17159.61744
778	17103.40858
779	17085.03965
780	17029.56889
781	16980.22887
782	16925.33013
783	16907.36481
784	16857.41643
785	16842.3856
786	16788.6505
787	16771.111
788	16718.08688
789	16670.15351
790	16617.68129
791	16600.52621
792	16548.74325
3
792	5366.958395
793	5355.626506
794	5338.451965
795	5330.030022
796	5313.20914
797	5302.304524
798	5273.739238
799	5253.862323
800	5239.062927
801	5230.994202
802	5208.911984
803	5197.091996
804	5175.388669
805	5164.157054
806	5136.754192
807	5110.001714
808	5102.176505
809	5075.69952
810	5059.720697
811	5051.455416
812	5036.436812
813	5028.829859
814	5020.80345
815	5005.180842
816	4990.446401
817	4983.051637
818	4972.601757
819	4958.252185
820	4946.012702
821	4932.434574
822	4925.254886
823	4907.583314
824	4881.127807
825	4857.244983
826	4835.009814
827	4815.100073
828	4798.08969
829	4768.158596
830	4746.829547
831	4739.94237
832	4726.284247
833	4719.515829
834	4694.174468
835	4687.034458
836	4662.204945
837	4641.535979
838	4612.98021
839	4592.87918
840	4578.960246
841	4565.902824
842	4559.482155
843	4531.938823
844	4512.456663
845	4499.212687
846	4493.000724
847	4480.398577
848	4453.828085
849	4434.93874
850	4428.908277
851	4422.961383
852	4410.715962
853	4391.515773
854	4373.10408
855	4360.715189
856	4348.252163
857	4331.790612
858	4306.537759
859	4290.413236
860	4267.375534
861	4249.689759
862	4227.128709
863	4202.681151
2.54255
865	18327.71531
866	18307.84185
867	18260.92425
868	18242.74039
869	18223.02678
870	18205.06336
871	18185.55871
872	18172.71872
873	18157.93146
874	18140.17814
875	18127.50531
876	18112.86497
877	18098.39236
878	18084.08563
879	18066.52934
880	18054.00761
881	18039.84331
882	18025.84148
883	17998.08206
884	17980.72915
885	1796885	6686.417392
886	6671.428626
887	6634.614718
888	6614.920456
889	6583.301843
890	6565.893858
891	6550.052618
892	6522.831116
893	6507894	17804.44581
895	17776.86624
896	17760.06156
897	17743.86149
898	17731.60543
899	17714.51476
900	17697.90788
901	17673.65828
902	17656.72082
903	17639.97305
904	17623.41299
905	17596.04815
906	17579.57527
907	17563.32022
908	17547.27683
909	17534.39538
910	17510.69587
911	17497.97899
912	17481.92373
913	17466.02093
914	17453.48666
915	17437.13282
916	17425.46969
917	17402.20964
918	17374.91352
919	17359.02914
920	17343.22259
921	17310.64122
922	17293.41677
923	17270.95472
924	17259.46644
9925	5918.622866
926	5911.048398
927	5889.185705
928	5860.362848
929	5852.906364
930	5826.966304
931	5819.635385
932	5808.637588
933	5784.158648
934	5756.136542
935	5737.62084
936	5703.67558
937	5688.239132
938	5681.192505
939	5674.256244
940	5656.073076
941	5622.878414
942	5607.858302
943	5601.102626
944	5583.247898
945	5558.163825
946	5551.531962
947	5528.512348
948	5513.972918
949	5489.649276
950	5468.632599
951	5456.793869
952	5434.311975
953	5413.183325
954	5389.69457
955	5367.644335
956	5356.073301
957	5327.658669
958	5316.367012
959	5305.28058960	16569.67386
96961	5259.954786
962	5247.689473
963	5222.962467
964	5212.141119
5	16487.58589
966	16476.31596
967	16462.07919
968	16446.77379
969	16436.17069
970	16425.00328
971	16414.53266
80439
972	17878.94768
973	17866.76907
974	17845.94977
975	17833.97788
976	17808.48018
977	17801.07537
978	17780.51434
979	17773.1956
980	17765.67775
981	17758.51685
982	17718.3213
983	17710.9316
984	17695.0274
985	17669.85768
986	17634.4721
987	17614.12269
988	17602.71721
989	17595.46381
990	17576.55101
991	17569.378
992	17522.60544
993	17515.49745
994	17496.83671
995	17489.80732
996	17450.50492
997	17443.53391
998	17418.56968
999	17400.08409
