city,state,for_sale_last_modified,sold_last_modified
New Braunfels,TX,2/5/2021 20:43,1/1/2019 0:00
Pharr,TX,2/5/2021 20:43,1/1/2019 0:00
Baytown,TX,2/5/2021 20:43,1/1/2019 0:00
Flower Mound,TX,2/5/2021 20:43,1/1/2019 0:00
Cedar Park,TX,2/5/2021 20:43,1/1/2019 0:00
Temple,TX,2/5/2021 20:43,1/1/2019 0:00
Missouri City,TX,2/5/2021 20:43,1/1/2019 0:00
Georgetown,TX,2/5/2021 20:43,1/1/2019 0:00
North Richland Hills,TX,2/5/2021 20:43,1/1/2019 0:00
Mansfield,TX,2/5/2021 20:43,1/1/2019 0:00
Victoria,TX,2/5/2021 20:43,1/1/2019 0:00
Harlingen,TX,2/5/2021 20:43,1/1/2019 0:00
Rowlett,TX,2/5/2021 20:43,1/1/2019 0:00
San Marcos,TX,2/5/2021 20:43,1/1/2019 0:00
Pflugerville,TX,2/5/2021 20:43,1/1/2019 0:00
Spring,TX,2/5/2021 20:43,1/1/2019 0:00
Euless,TX,2/5/2021 20:43,1/1/2019 0:00
Port Arthur,TX,2/5/2021 20:43,1/1/2019 0:00
Leander,TX,2/5/2021 20:43,1/1/2019 0:00
Grapevine,TX,2/5/2021 20:43,1/1/2019 0:00
DeSoto,TX,2/5/2021 20:43,1/1/2019 0:00
Galveston,TX,2/5/2021 20:43,1/1/2019 0:00
Salt Lake City,UT,2/5/2021 20:43,1/1/2019 0:00
West Valley City,UT,2/5/2021 20:43,1/1/2019 0:00
Provo,UT,2/5/2021 20:43,1/1/2019 0:00
West Jordan,UT,2/5/2021 20:43,1/1/2019 0:00
Orem,UT,2/5/2021 20:43,1/1/2019 0:00
Sandy,UT,2/5/2021 20:43,1/1/2019 0:00
Ogden,UT,2/5/2021 20:43,1/1/2019 0:00
St. George,UT,2/5/2021 20:43,1/1/2019 0:00
Layton,UT,2/5/2021 20:43,1/1/2019 0:00
South Jordan,UT,2/5/2021 20:43,1/1/2019 0:00
Lehi,UT,2/5/2021 20:43,1/1/2019 0:00
Millcreek,UT,2/5/2021 20:43,1/1/2019 0:00
Taylorsville,UT,2/5/2021 20:43,1/1/2019 0:00
Logan,UT,2/5/2021 20:43,1/1/2019 0:00
Virginia Beach,VA,1/20/2021 22:12,1/1/2019 0:00
Norfolk,VA,1/20/2021 22:12,1/1/2019 0:00
Chesapeake,VA,1/20/2021 22:12,1/1/2019 0:00
Arlington,VA,1/20/2021 22:12,1/1/2019 0:00
Richmond,VA,1/20/2021 22:12,1/1/2019 0:00
Newport News,VA,1/20/2021 22:12,1/1/2019 0:00
Alexandria,VA,1/20/2021 22:12,1/1/2019 0:00
Hampton,VA,1/20/2021 22:12,1/1/2019 0:00
Roanoke,VA,1/20/2021 22:12,1/1/2019 0:00
Portsmouth,VA,1/20/2021 22:12,1/1/2019 0:00
Suffolk,VA,1/20/2021 22:12,1/1/2019 0:00
Lynchburg,VA,1/20/2021 22:12,1/1/2019 0:00
Centreville,VA,1/20/2021 22:12,1/1/2019 0:00
Dale City,VA,1/20/2021 22:12,1/1/2019 0:00
Reston,VA,1/20/2021 22:12,1/1/2019 0:00
Harrisonburg,VA,1/20/2021 22:12,1/1/2019 0:00
Leesburg,VA,1/20/2021 22:12,1/1/2019 0:00
Burlington,VT,2/5/2021 20:43,1/1/2019 0:00
Seattle,WA,2/5/2021 20:43,1/1/2019 0:00
Spokane,WA,2/5/2021 20:43,1/1/2019 0:00
Tacoma,WA,2/5/2021 20:43,1/1/2019 0:00
Vancouver,WA,2/5/2021 20:43,1/1/2019 0:00
Bellevue,WA,2/5/2021 20:43,1/1/2019 0:00
Kent,WA,2/5/2021 20:43,1/1/2019 0:00
Everett,WA,2/5/2021 20:43,1/1/2019 0:00
Renton,WA,2/5/2021 20:43,1/1/2019 0:00
Spokane Valley,WA,2/5/2021 20:43,1/1/2019 0:00
Federal Way,WA,2/5/2021 20:43,1/1/2019 0:00
Yakima,WA,2/5/2021 20:43,1/1/2019 0:00
Kirkland,WA,2/5/2021 20:43,1/1/2019 0:00
Bellingham,WA,2/5/2021 20:43,1/1/2019 0:00
Kennewick,WA,2/5/2021 20:43,1/1/2019 0:00
Auburn,WA,2/5/2021 20:43,1/1/2019 0:00
Pasco,WA,2/5/2021 20:43,1/1/2019 0:00
Marysville,WA,2/5/2021 20:43,1/1/2019 0:00
Redmond,WA,2/5/2021 20:43,1/1/2019 0:00
Sammamish,WA,2/5/2021 20:43,1/1/2019 0:00
South Hill,WA,2/5/2021 20:43,1/1/2019 0:00
Lakewood,WA,2/5/2021 20:43,1/1/2019 0:00
Richland,WA,2/5/2021 20:43,1/1/2019 0:00
Shoreline,WA,2/5/2021 20:43,1/1/2019 0:00
Olympia,WA,2/5/2021 20:43,1/1/2019 0:00
Burien,WA,2/5/2021 20:43,1/1/2019 0:00
Milwaukee,WI,2/5/2021 20:43,1/1/2019 0:00
Madison,WI,2/5/2021 20:43,1/1/2019 0:00
Green Bay,WI,2/5/2021 20:43,1/1/2019 0:00
Kenosha,WI,2/5/2021 20:43,1/1/2019 0:00
Racine,WI,2/5/2021 20:43,1/1/2019 0:00
Appleton,WI,2/5/2021 20:43,1/1/2019 0:00
Waukesha,WI,2/5/2021 20:43,1/1/2019 0:00
Eau Claire,WI,2/5/2021 20:43,1/1/2019 0:00
Oshkosh,WI,2/5/2021 20:43,1/1/2019 0:00
Janesville,WI,2/5/2021 20:43,1/1/2019 0:00
West Allis,WI,2/5/2021 20:43,1/1/2019 0:00
La Crosse,WI,2/5/2021 20:43,1/1/2019 0:00
Charleston,WV,2/5/2021 20:43,1/1/2019 0:00
Cheyenne,WY,2/5/2021 20:43,1/1/2019 0:00
Casper,WY,2/5/2021 20:43,1/1/2019 0:00
