city,state,for_sale_last_modified,sold_last_modified
Berwyn,IL,2/5/2021 11:34,1/1/2019 0:00
Normal,IL,2/5/2021 11:34,1/1/2019 0:00
Mount Prospect,IL,2/5/2021 11:34,1/1/2019 0:00
Wheaton,IL,2/5/2021 11:34,1/1/2019 0:00
Oak Park,IL,2/5/2021 11:34,1/1/2019 0:00
Hoffman Estates,IL,2/5/2021 11:34,1/1/2019 0:00
Indianapolis,IN,2/5/2021 11:34,1/1/2019 0:00
Fort Wayne,IN,2/5/2021 11:34,1/1/2019 0:00
Evansville,IN,2/5/2021 11:34,1/1/2019 0:00
South Bend,IN,2/5/2021 11:34,1/1/2019 0:00
Carmel,IN,2/5/2021 11:34,1/1/2019 0:00
Fishers,IN,2/5/2021 11:34,1/1/2019 0:00
Bloomington,IN,2/5/2021 11:34,1/1/2019 0:00
Hammond,IN,2/5/2021 11:34,1/1/2019 0:00
Gary,IN,2/5/2021 11:34,1/1/2019 0:00
Lafayette,IN,2/5/2021 11:34,1/1/2019 0:00
Muncie,IN,2/5/2021 11:34,1/1/2019 0:00
Noblesville,IN,2/5/2021 11:34,1/1/2019 0:00
Terre Haute,IN,2/5/2021 11:34,1/1/2019 0:00
Kokomo,IN,2/5/2021 11:34,1/1/2019 0:00
Greenwood,IN,2/5/2021 11:34,1/1/2019 0:00
Anderson,IN,2/5/2021 11:34,1/1/2019 0:00
Elkhart,IN,2/5/2021 11:34,1/1/2019 0:00
Witchita,KS,1/20/2021 7:12,1/1/2019 0:00
Overland Park,KS,1/20/2021 7:12,1/1/2019 0:00
Kansas City,KS,1/20/2021 7:12,1/1/2019 0:00
Olathe,KS,1/20/2021 7:12,1/1/2019 0:00
Topeka,KS,1/20/2021 7:12,1/1/2019 0:00
Lawrence,KS,1/20/2021 7:12,1/1/2019 0:00
Shawnee,KS,1/20/2021 7:12,1/1/2019 0:00
Manhattan,KS,1/20/2021 7:12,1/1/2019 0:00
Lenexa,KS,1/20/2021 7:12,1/1/2019 0:00
Louisville,KY,2/5/2021 11:34,1/1/2019 0:00
Lexington,KY,2/5/2021 11:34,1/1/2019 0:00
Bowling Green,KY,2/5/2021 11:34,1/1/2019 0:00
Owensboro,KY,2/5/2021 11:34,1/1/2019 0:00
New Orleans,LA,2/5/2021 11:34,1/1/2019 0:00
Baton Rouge,LA,2/5/2021 11:34,1/1/2019 0:00
Shreveport,LA,2/5/2021 11:34,1/1/2019 0:00
Metairie,LA,2/5/2021 11:34,1/1/2019 0:00
Lafayette,LA,2/5/2021 11:34,1/1/2019 0:00
Lake Charles,LA,2/5/2021 11:34,1/1/2019 0:00
Bossier City,LA,2/5/2021 11:34,1/1/2019 0:00
Kenner,LA,2/5/2021 11:34,1/1/2019 0:00
Boston,MA,2/5/2021 11:34,1/1/2019 0:00
Worcester,MA,2/5/2021 11:34,1/1/2019 0:00
Springfield,MA,2/5/2021 11:34,1/1/2019 0:00
Cambridge,MA,2/5/2021 11:34,1/1/2019 0:00
Lowell,MA,2/5/2021 11:34,1/1/2019 0:00
Brockton,MA,2/5/2021 11:34,1/1/2019 0:00
New Bedford,MA,2/5/2021 11:34,1/1/2019 0:00
Quincy,MA,2/5/2021 11:34,1/1/2019 0:00
Lynn,MA,2/5/2021 11:34,1/1/2019 0:00
Fall River,MA,2/5/2021 11:34,1/1/2019 0:00
Newton,MA,2/5/2021 11:34,1/1/2019 0:00
Somerville,MA,2/5/2021 11:34,1/1/2019 0:00
Lawrence,MA,2/5/2021 11:34,1/1/2019 0:00
Framingham,MA,2/5/2021 11:34,1/1/2019 0:00
Haverhill,MA,2/5/2021 11:34,1/1/2019 0:00
Waltham,MA,2/5/2021 11:34,1/1/2019 0:00
Malden,MA,2/5/2021 11:34,1/1/2019 0:00
Plymouth,MA,2/5/2021 11:34,1/1/2019 0:00
Brookline,MA,2/5/2021 11:34,1/1/2019 0:00
Medford,MA,2/5/2021 11:34,1/1/2019 0:00
Taunton,MA,2/5/2021 11:34,1/1/2019 0:00
Weymouth,MA,2/5/2021 11:34,1/1/2019 0:00
Chicopee,MA,2/5/2021 11:34,1/1/2019 0:00
Revere,MA,2/5/2021 11:34,1/1/2019 0:00
Peabody,MA,2/5/2021 11:34,1/1/2019 0:00
Methuen Town,MA,2/5/2021 11:34,1/1/2019 0:00
Baltimore,MD,1/22/2021 5:41,1/1/2019 0:00
Columbia,MD,1/22/2021 5:41,1/1/2019 0:00
Germantown,MD,1/22/2021 5:41,1/1/2019 0:00
Silver Spring,MD,1/22/2021 5:41,1/1/2019 0:00
Waldorf,MD,1/22/2021 5:41,1/1/2019 0:00
Ellicott City,MD,1/22/2021 5:41,1/1/2019 0:00
Frederick,MD,1/22/2021 5:41,1/1/2019 0:00
Glen Burnie ,MD,1/22/2021 5:41,1/1/2019 0:00
Gaithersburg,MD,1/27/2021 14:50,1/1/2019 0:00
Rockville,MD,1/27/2021 14:50,1/1/2019 0:00
Bethesda,MD,1/27/2021 14:50,1/1/2019 0:00
Dundalk,MD,1/27/2021 14:50,1/1/2019 0:00
Bowie,MD,1/27/2021 14:50,1/1/2019 0:00
Towson,MD,1/27/2021 14:50,1/1/2019 0:00
Aspen Hill,MD,1/27/2021 14:50,1/1/2019 0:00
Severn,MD,1/27/2021 14:50,1/1/2019 0:00
Wheaton,MD,1/27/2021 14:50,1/1/2019 0:00
Portland,ME,2/5/2021 11:34,1/1/2019 0:00
Lewiston,ME,2/17/2021 11:55,1/1/2019 0:00
Bangor,ME,2/17/2021 11:55,1/1/2019 0:00
South Portland,ME,2/17/2021 11:55,1/1/2019 0:00
Auburn,ME,2/17/2021 11:55,1/1/2019 0:00
Biddeford,ME,2/17/2021 11:55,1/1/2019 0:00
Sanford,ME,2/17/2021 11:55,1/1/2019 0:00
Brunswick,ME,2/17/2021 11:55,1/1/2019 0:00
Scarborough,ME,2/17/2021 11:55,1/1/2019 0:00
Saco,ME,2/17/2021 11:55,1/1/2019 0:00
Westbrook,ME,2/17/2021 11:55,1/1/2019 0:00
Augusta,ME,2/17/2021 11:55,1/1/2019 0:00
Windham,ME,2/17/2021 11:55,1/1/2019 0:00
Gorham,ME,2/17/2021 11:55,1/1/2019 0:00
Waterville,ME,2/17/2021 11:55,1/1/2019 0:00
York,ME,2/17/2021 11:55,1/1/2019 0:00
Falmouth,ME,2/17/2021 11:55,1/1/2019 0:00
Kennebunk,ME,2/17/2021 11:55,1/1/2019 0:00
Orono,ME,2/17/2021 11:55,1/1/2019 0:00
Wells,ME,2/17/2021 11:55,1/1/2019 0:00
Standish,ME,2/17/2021 11:55,1/1/2019 0:00
Kittery,ME,2/17/2021 11:55,1/1/2019 0:00
Cape Elizabeth,ME,2/17/2021 11:55,1/1/2019 0:00
Presque Isle,ME,2/17/2021 11:55,1/1/2019 0:00
Brewer,ME,2/17/2021 11:55,1/1/2019 0:00
Lisbon,ME,2/17/2021 11:55,1/1/2019 0:00
Old Orchard Beach,ME,2/17/2021 11:55,1/1/2019 0:00
Topsham,ME,2/17/2021 11:55,1/1/2019 0:00
Yarmouth,ME,2/17/2021 11:55,1/1/2019 0:00
Freeport,ME,2/17/2021 11:55,1/1/2019 0:00
Bath,ME,2/17/2021 11:55,1/1/2019 0:00
Skowhegan,ME,2/17/2021 11:55,1/1/2019 0:00
Buxton,ME,2/17/2021 11:55,1/1/2019 0:00
Gray,ME,2/17/2021 11:55,1/1/2019 0:00
Cumberland,ME,2/17/2021 11:55,1/1/2019 0:00
Ellsworth,ME,2/17/2021 11:55,1/1/2019 0:00
Waterboro,ME,2/17/2021 11:55,1/1/2019 0:00
Caribou,ME,2/17/2021 11:55,1/1/2019 0:00
Berwick,ME,2/17/2021 11:55,1/1/2019 0:00
Winslow,ME,2/17/2021 11:55,1/1/2019 0:00
Farmington,ME,2/17/2021 11:55,1/1/2019 0:00
Old Town,ME,2/17/2021 11:55,1/1/2019 0:00
South Berwick,ME,2/17/2021 11:55,1/1/2019 0:00
Hampden,ME,2/17/2021 11:55,1/1/2019 0:00
Rockland,ME,2/17/2021 11:55,1/1/2019 0:00
Belfast,ME,2/17/2021 11:55,1/1/2019 0:00
Eliot,ME,2/17/2021 11:55,1/1/2019 0:00
Fairfield,ME,2/17/2021 11:55,1/1/2019 0:00
Oakland,ME,2/17/2021 11:55,1/1/2019 0:00
Lebanon,ME,2/17/2021 11:55,1/1/2019 0:00
Winthrop,ME,2/17/2021 11:55,1/1/2019 0:00
Hermon,ME,2/17/2021 11:55,1/1/2019 0:00
Houlton,ME,2/17/2021 11:55,1/1/2019 0:00
Turner,ME,2/17/2021 11:55,1/1/2019 0:00
New Gloucester,ME,2/17/2021 11:55,1/1/2019 0:00
Rumford,ME,2/17/2021 11:55,1/1/2019 0:00
Gardiner,ME,2/17/2021 11:55,1/1/2019 0:00
Poland,ME,2/17/2021 11:55,1/1/2019 0:00
Bar Harbor,ME,2/17/2021 11:55,1/1/2019 0:00
Bridgton,ME,2/17/2021 11:55,1/1/2019 0:00
Paris,ME,2/17/2021 11:55,1/1/2019 0:00
Waldoboro,ME,2/17/2021 11:55,1/1/2019 0:00
Sabattus,ME,2/17/2021 11:55,1/1/2019 0:00
Detroit,MI,2/5/2021 12:39,1/1/2019 0:00
Grand Rapids city,MI,2/5/2021 12:39,1/1/2019 0:00
Warren,MI,2/5/2021 12:46,1/1/2019 0:00
Sterling Heights,MI,2/5/2021 12:46,1/1/2019 0:00
Ann Arbor,MI,2/5/2021 12:46,1/1/2019 0:00
Lansing,MI,2/5/2021 12:46,1/1/2019 0:00
Clinton,MI,2/5/2021 12:46,1/1/2019 0:00
Flint,MI,2/5/2021 12:46,1/1/2019 0:00
Dearborn,MI,2/5/2021 12:46,1/1/2019 0:00
Livonia,MI,2/5/2021 12:46,1/1/2019 0:00
Canton,MI,2/5/2021 12:46,1/1/2019 0:00
Macomb,MI,2/5/2021 12:46,1/1/2019 0:00
Troy,MI,2/5/2021 12:46,1/1/2019 0:00
Westland,MI,2/5/2021 12:46,1/1/2019 0:00
Farmington Hills,MI,2/5/2021 12:46,1/1/2019 0:00
Shelby,MI,2/5/2021 12:46,1/1/2019 0:00
Kalamazoo,MI,2/5/2021 12:46,1/1/2019 0:00
Wyoming,MI,2/5/2021 12:46,1/1/2019 0:00
Rochester Hills,MI,2/5/2021 12:46,1/1/2019 0:00
Southfield,MI,2/5/2021 12:46,1/1/2019 0:00
Waterford,MI,2/5/2021 12:46,1/1/2019 0:00
West Bloomfield,MI,2/5/2021 12:46,1/1/2019 0:00
Taylor,MI,2/5/2021 12:46,1/1/2019 0:00
Novi,MI,2/5/2021 12:46,1/1/2019 0:00
Pontiac,MI,2/5/2021 12:46,1/1/2019 0:00
St. Clair Shores,MI,2/5/2021 12:46,1/1/2019 0:00
Royal Oak,MI,2/5/2021 12:46,1/1/2019 0:00
Dearborn Heights,MI,2/5/2021 12:46,1/1/2019 0:00
Ypsilanti,MI,2/5/2021 12:46,1/1/2019 0:00
Georgetown,MI,2/5/2021 12:46,1/1/2019 0:00
Kentwood,MI,2/5/2021 12:46,1/1/2019 0:00
Battle Creek,MI,2/5/2021 12:46,1/1/2019 0:00
Minneapolis,MN,1/1/2021 13:56,1/1/2019 0:00
New Hope,MN,1/1/2021 13:56,1/1/2019 0:00
Maple Grove,MN,1/1/2021 13:56,1/1/2019 0:00
Plymouth,MN,1/1/2021 13:56,1/1/2019 0:00
Rochester,MN,1/16/2021 23:15,1/1/2019 0:00
Duluth,MN,1/16/2021 23:15,1/1/2019 0:00
Bloomington,MN,1/16/2021 23:15,1/1/2019 0:00
Brooklyn Park,MN,1/16/2021 23:15,1/1/2019 0:00
Woodbury,MN,1/16/2021 23:15,1/1/2019 0:00
St. Cloud,MN,1/16/2021 23:15,1/1/2019 0:00
Eagan,MN,1/16/2021 23:15,1/1/2019 0:00
Eden Prairie,MN,1/16/2021 23:15,1/1/2019 0:00
Blaine,MN,1/16/2021 23:15,1/1/2019 0:00
St. Paul,MN,1/16/2021 23:15,1/1/2019 0:00
Lakeville,MN,1/27/2021 14:50,1/1/2019 0:00
Coon Rapids,MN,1/27/2021 14:50,1/1/2019 0:00
Burnsville,MN,1/27/2021 14:50,1/1/2019 0:00
Minnetonka,MN,1/27/2021 14:50,1/1/2019 0:00
Apple Valley,MN,1/27/2021 14:50,1/1/2019 0:00
Edina,MN,1/27/2021 14:50,1/1/2019 0:00
Kansas City,MO,2/5/2021 12:46,1/1/2019 0:00
St. Louis,MO,2/5/2021 12:46,1/1/2019 0:00
Springfield,MO,2/5/2021 12:46,1/1/2019 0:00
Columbia,MO,2/5/2021 12:46,1/1/2019 0:00
Independence,MO,2/5/2021 12:46,1/1/2019 0:00
Lee's Summit,MO,2/5/2021 12:46,1/1/2019 0:00
O'Fallon,MO,2/5/2021 12:46,1/1/2019 0:00
St. Joseph,MO,2/5/2021 12:46,1/1/2019 0:00
St. Charles,MO,2/5/2021 12:46,1/1/2019 0:00
St. Peters,MO,2/5/2021 12:46,1/1/2019 0:00
Blue Springs,MO,2/5/2021 12:46,1/1/2019 0:00
Florissant,MO,2/5/2021 12:46,1/1/2019 0:00
Joplin,MO,2/5/2021 12:46,1/1/2019 0:00
Jackson,MS,2/5/2021 12:46,1/1/2019 0:00
Gulfport,MS,2/5/2021 12:46,1/1/2019 0:00
Southaven,MS,2/5/2021 12:46,1/1/2019 0:00
Billings,MT,2/5/2021 12:46,1/1/2019 0:00
Missoula,MT,2/5/2021 12:46,1/1/2019 0:00
Great Falls,MT,2/5/2021 12:46,1/1/2019 0:00
Durham,NC,12/29/2020 23:32,1/1/2019 0:00
Raleigh,NC,12/27/2020 8:27,1/1/2019 0:00
Cary,NC,12/27/2020 8:27,1/1/2019 0:00
Greensboro,NC,12/27/2020 8:27,1/1/2019 0:00
Fayetteville,NC,12/27/2020 8:27,1/1/2019 0:00
Charlotte,NC,12/27/2020 8:27,1/1/2019 0:00
Chapel Hill,NC,1/6/2021 7:20,1/1/2019 0:00
Burlington,NC,1/6/2021 7:20,1/1/2019 0:00
Winston-Salem,NC,1/6/2021 7:20,1/1/2019 0:00
Highpoint,NC,1/6/2021 7:20,1/1/2019 0:00
Wilmington,NC,1/15/2021 11:27,1/1/2019 0:00
Asheville,NC,1/15/2021 11:27,1/1/2019 0:00
Concord,NC,1/15/2021 11:27,1/1/2019 0:00
Gastonia,NC,1/15/2021 11:27,1/1/2019 0:00
Jacksonville,NC,1/15/2021 11:27,1/1/2019 0:00
Apex,NC,1/15/2021 11:27,1/1/2019 0:00
Huntersville,NC,1/15/2021 11:27,1/1/2019 0:00
Rocky Mount,NC,1/15/2021 11:27,1/1/2019 0:00
Kannapolis,NC,1/15/2021 11:27,1/1/2019 0:00
Fargo,ND,2/5/2021 20:39,1/1/2019 0:00
Bismarck,ND,2/5/2021 20:39,1/1/2019 0:00
Grand Forks,ND,2/5/2021 20:39,1/1/2019 0:00
Omaha,NE,2/5/2021 12:46,1/1/2019 0:00
Lincoln,NE,2/5/2021 12:46,1/1/2019 0:00
Bellevue,NE,2/5/2021 12:46,1/1/2019 0:00
Grand Island,NE,2/5/2021 12:46,1/1/2019 0:00
Manchester,NH,2/5/2021 12:46,1/1/2019 0:00
Nashua,NH,2/5/2021 12:46,1/1/2019 0:00
Newark,NJ,2/5/2021 12:46,1/1/2019 0:00
Jersey City,NJ,2/5/2021 12:46,1/1/2019 0:00
Paterson,NJ,2/5/2021 12:46,1/1/2019 0:00
Elizabeth,NJ,2/5/2021 12:46,1/1/2019 0:00
Lakewood,NJ,2/5/2021 12:46,1/1/2019 0:00
Edison,NJ,2/5/2021 12:46,1/1/2019 0:00
Woodbridge,NJ,2/5/2021 12:46,1/1/2019 0:00
Toms River,NJ,2/5/2021 12:46,1/1/2019 0:00
Hamilton township,NJ,2/5/2021 12:46,1/1/2019 0:00
Clifton,NJ,2/5/2021 12:46,1/1/2019 0:00
Trenton,NJ,2/5/2021 12:46,1/1/2019 0:00
Brick,NJ,2/5/2021 12:46,1/1/2019 0:00
Camden,NJ,2/5/2021 12:46,1/1/2019 0:00
Cherry Hill,NJ,2/5/2021 12:46,1/1/2019 0:00
Passaic,NJ,2/5/2021 12:46,1/1/2019 0:00
Union City,NJ,2/5/2021 12:46,1/1/2019 0:00
Old Bridge,NJ,2/5/2021 12:46,1/1/2019 0:00
Franklin,NJ,2/5/2021 12:46,1/1/2019 0:00
Middletown,NJ,2/5/2021 12:46,1/1/2019 0:00
Bayonne,NJ,2/5/2021 12:46,1/1/2019 0:00
East Orange,NJ,2/5/2021 12:46,1/1/2019 0:00
Gloucester,NJ,2/5/2021 12:46,1/1/2019 0:00
North Bergen,NJ,2/5/2021 12:46,1/1/2019 0:00
Vineland,NJ,2/5/2021 12:46,1/1/2019 0:00
Union township,NJ,2/5/2021 12:46,1/1/2019 0:00
Jackson,NJ,2/5/2021 12:46,1/1/2019 0:00
Piscataway,NJ,2/5/2021 12:46,1/1/2019 0:00
New Brunswick,NJ,2/5/2021 12:46,1/1/2019 0:00
Irvington,NJ,2/5/2021 12:46,1/1/2019 0:00
Wayne,NJ,2/5/2021 12:46,1/1/2019 0:00
Hoboken,NJ,2/5/2021 12:46,1/1/2019 0:00
West New York,NJ,2/5/2021 12:46,1/1/2019 0:00
Parsippany Troy Hills,NJ,2/5/2021 12:46,1/1/2019 0:00
Howell,NJ,2/5/2021 12:46,1/1/2019 0:00
Perth Amboy,NJ,2/5/2021 12:46,1/1/2019 0:00
Plainfield,NJ,2/5/2021 12:46,1/1/2019 0:00
Albuquerque,NM,2/5/2021 12:46,1/1/2019 0:00
Las Cruces,NM,2/5/2021 12:46,1/1/2019 0:00
Rio Rancho,NM,2/5/2021 12:46,1/1/2019 0:00
Santa Fe,NM,2/5/2021 12:46,1/1/2019 0:00
Las Vegas,NV,2/5/2021 12:46,1/1/2019 0:00
Henderson,NV,2/5/2021 12:46,1/1/2019 0:00
Reno,NV,2/5/2021 12:46,1/1/2019 0:00
North Las Vegas,NV,2/5/2021 12:46,1/1/2019 0:00
Paradise,NV,2/5/2021 12:46,1/1/2019 0:00
Spring Valley,NV,2/5/2021 12:46,1/1/2019 0:00
Sunrise Manor,NV,2/5/2021 12:46,1/1/2019 0:00
Enterprise,NV,2/5/2021 12:46,1/1/2019 0:00
Sparks,NV,2/5/2021 12:46,1/1/2019 0:00
Carson City,NV,2/5/2021 12:46,1/1/2019 0:00
New York,NY,2/7/2021 7:55,1/1/2019 0:00
Hempstead,NY,2/5/2021 13:13,1/1/2019 0:00
Brookhaven,NY,2/5/2021 13:13,1/1/2019 0:00
Islip,NY,2/5/2021 13:13,1/1/2019 0:00
Oyster Bay,NY,2/5/2021 13:13,1/1/2019 0:00
Buffalo,NY,2/5/2021 13:13,1/1/2019 0:00
North Hempstead,NY,2/5/2021 13:13,1/1/2019 0:00
Babylon,NY,2/5/2021 13:13,1/1/2019 0:00
Rochester,NY,2/5/2021 13:13,1/1/2019 0:00
Huntington,NY,2/5/2021 13:13,1/1/2019 0:00
Yonkers,NY,2/5/2021 13:13,1/1/2019 0:00
Syracuse,NY,2/5/2021 13:13,1/1/2019 0:00
Ramapo,NY,2/5/2021 13:13,1/1/2019 0:00
Amherst,NY,2/5/2021 13:13,1/1/2019 0:00
Smithtown,NY,2/5/2021 13:13,1/1/2019 0:00
Albany,NY,2/5/2021 13:13,1/1/2019 0:00
Greece,NY,2/5/2021 13:13,1/1/2019 0:00
Greenburgh,NY,2/5/2021 13:13,1/1/2019 0:00
Clarkstown,NY,2/5/2021 13:13,1/1/2019 0:00
Cheektowaga,NY,2/5/2021 13:13,1/1/2019 0:00
Colonie,NY,2/5/2021 13:13,1/1/2019 0:00
New Rochelle,NY,2/5/2021 13:13,1/1/2019 0:00
Tonawanda town,NY,2/5/2021 13:13,1/1/2019 0:00
Mount Vernon,NY,2/5/2021 13:13,1/1/2019 0:00
Schenectady,NY,2/5/2021 13:13,1/1/2019 0:00
Utica,NY,2/5/2021 13:13,1/1/2019 0:00
Clay,NY,2/5/2021 13:13,1/1/2019 0:00
Hamburg,NY,2/5/2021 13:13,1/1/2019 0:00
White Plains,NY,2/5/2021 13:13,1/1/2019 0:00
Southampton,NY,2/5/2021 13:13,1/1/2019 0:00
Hempstead village,NY,2/5/2021 13:13,1/1/2019 0:00
Union,NY,2/5/2021 13:13,1/1/2019 0:00
Irondequoit,NY,2/5/2021 13:13,1/1/2019 0:00
Columbus,OH,2/5/2021 20:39,1/1/2019 0:00
Cleveland,OH,2/5/2021 20:39,1/1/2019 0:00
Cincinnati,OH,2/5/2021 20:39,1/1/2019 0:00
Toledo,OH,2/5/2021 20:39,1/1/2019 0:00
Akron,OH,2/5/2021 20:39,1/1/2019 0:00
Dayton,OH,2/5/2021 20:39,1/1/2019 0:00
Parma,OH,2/5/2021 20:39,1/1/2019 0:00
Canton,OH,2/5/2021 20:39,1/1/2019 0:00
Youngstown,OH,2/5/2021 20:39,1/1/2019 0:00
Lorain,OH,2/5/2021 20:39,1/1/2019 0:00
Hamilton,OH,2/5/2021 20:39,1/1/2019 0:00
Springfield,OH,2/5/2021 20:43,1/1/2019 0:00
Kettering,OH,2/5/2021 20:43,1/1/2019 0:00
Elyria,OH,2/5/2021 20:43,1/1/2019 0:00
Lakewood,OH,2/5/2021 20:43,1/1/2019 0:00
Oklahoma City,OK,2/5/2021 20:43,1/1/2019 0:00
Tulsa,OK,2/5/2021 20:43,1/1/2019 0:00
Norman,OK,2/5/2021 20:43,1/1/2019 0:00
Broken Arrow,OK,2/5/2021 20:43,1/1/2019 0:00
Lawton,OK,2/5/2021 20:43,1/1/2019 0:00
Edmond,OK,2/5/2021 20:43,1/1/2019 0:00
Moore,OK,2/5/2021 20:43,1/1/2019 0:00
Midwest City,OK,2/5/2021 20:43,1/1/2019 0:00
Enid,OK,2/5/2021 20:43,1/1/2019 0:00
Portland,OR,2/5/2021 20:43,1/1/2019 0:00
Salem,OR,2/5/2021 20:43,1/1/2019 0:00
Eugene,OR,2/5/2021 20:43,1/1/2019 0:00
Gresham,OR,2/5/2021 20:43,1/1/2019 0:00
Hillsboro,OR,2/5/2021 20:43,1/1/2019 0:00
Beaverton,OR,2/5/2021 20:43,1/1/2019 0:00
Bend,OR,2/5/2021 20:43,1/1/2019 0:00
Medford,OR,2/5/2021 20:43,1/1/2019 0:00
Springfield,OR,2/5/2021 20:43,1/1/2019 0:00
Corvallis,OR,2/5/2021 20:43,1/1/2019 0:00
Aloha,OR,2/5/2021 20:43,1/1/2019 0:00
Philadephia,PA,1/27/2021 14:50,1/1/2019 0:00
Pittsburg,PA,1/27/2021 14:50,1/1/2019 0:00
Allentown,PA,1/27/2021 14:50,1/1/2019 0:00
Erie,PA,1/27/2021 14:50,1/1/2019 0:00
Reading City,PA,1/27/2021 14:50,1/1/2019 0:00
Upper Darby,PA,1/27/2021 14:50,1/1/2019 0:00
Scranton,PA,1/27/2021 14:50,1/1/2019 0:00
Bensalem,PA,1/27/2021 14:50,1/1/2019 0:00
Lancaster City,PA,1/27/2021 14:50,1/1/2019 0:00
Lower Merion,PA,1/27/2021 14:50,1/1/2019 0:00
Bethlehem,PA,1/27/2021 14:53,1/1/2019 0:00
Abington,PA,1/27/2021 14:53,1/1/2019 0:00
Bristol Township,PA,1/27/2021 14:53,1/1/2019 0:00
Millcreek Township,PA,1/27/2021 14:53,1/1/2019 0:00
Providence,RI,2/5/2021 20:43,1/1/2019 0:00
Cranston,RI,2/5/2021 20:43,1/1/2019 0:00
Warwick,RI,2/5/2021 20:43,1/1/2019 0:00
Pawtucket,RI,2/5/2021 20:43,1/1/2019 0:00
Charleston,SC,1/22/2021 5:41,1/1/2019 0:00
Columbia,SC,1/22/2021 5:41,1/1/2019 0:00
North Charleston,SC,1/22/2021 5:41,1/1/2019 0:00
Mount Pleasant,SC,1/22/2021 5:41,1/1/2019 0:00
Rock Hill,SC,1/22/2021 5:41,1/1/2019 0:00
Greenville,SC,1/22/2021 5:41,1/1/2019 0:00
Summerville,SC,1/22/2021 5:41,1/1/2019 0:00
Sioux Falls,SD,2/5/2021 20:43,1/1/2019 0:00
Rapid City,SD,2/5/2021 20:43,1/1/2019 0:00
Nashville,TN,2/5/2021 20:43,1/1/2019 0:00
Memphis,TN,2/5/2021 20:43,1/1/2019 0:00
Knoxville,TN,2/5/2021 20:43,1/1/2019 0:00
Chattanooga,TN,2/5/2021 20:43,1/1/2019 0:00
Clarksville,TN,2/5/2021 20:43,1/1/2019 0:00
Murfreesboro,TN,2/5/2021 20:43,1/1/2019 0:00
Franklin,TN,2/5/2021 20:43,1/1/2019 0:00
Jackson,TN,2/5/2021 20:43,1/1/2019 0:00
Johnson City,TN,2/5/2021 20:43,1/1/2019 0:00
Bartlett,TN,2/5/2021 20:43,1/1/2019 0:00
Hendersonville,TN,2/5/2021 20:43,1/1/2019 0:00
Kingsport,TN,2/5/2021 20:43,1/1/2019 0:00
Collierville,TN,2/5/2021 20:43,1/1/2019 0:00
Houston,TX,2/5/2021 20:43,1/1/2019 0:00
San Antonio,TX,2/5/2021 20:43,1/1/2019 0:00
Dallas,TX,2/5/2021 20:43,1/1/2019 0:00
Austin,TX,2/5/2021 20:43,1/1/2019 0:00
Fort Worth,TX,2/5/2021 20:43,1/1/2019 0:00
El Paso,TX,2/5/2021 20:43,1/1/2019 0:00
Arlington,TX,2/5/2021 20:43,1/1/2019 0:00
Corpus Christi,TX,2/5/2021 20:43,1/1/2019 0:00
Plano,TX,2/5/2021 20:43,1/1/2019 0:00
Laredo,TX,2/5/2021 20:43,1/1/2019 0:00
Lubbock,TX,2/5/2021 20:43,1/1/2019 0:00
Irving,TX,2/5/2021 20:43,1/1/2019 0:00
Garland,TX,2/5/2021 20:43,1/1/2019 0:00
Amarillo,TX,2/5/2021 20:43,1/1/2019 0:00
Grand Prairie,TX,2/5/2021 20:43,1/1/2019 0:00
Brownsville,TX,2/5/2021 20:43,1/1/2019 0:00
McKinney,TX,2/5/2021 20:43,1/1/2019 0:00
Frisco,TX,2/5/2021 20:43,1/1/2019 0:00
Pasadena,TX,2/5/2021 20:43,1/1/2019 0:00
Killeen,TX,2/5/2021 20:43,1/1/2019 0:00
Mesquite,TX,2/5/2021 20:43,1/1/2019 0:00
McAllen,TX,2/5/2021 20:43,1/1/2019 0:00
Midland,TX,2/5/2021 20:43,1/1/2019 0:00
Denton,TX,2/5/2021 20:43,1/1/2019 0:00
Waco,TX,2/5/2021 20:43,1/1/2019 0:00
Carrollton,TX,2/5/2021 20:43,1/1/2019 0:00
Round Rock,TX,2/5/2021 20:43,1/1/2019 0:00
Abilene,TX,2/5/2021 20:43,1/1/2019 0:00
Pearland,TX,2/5/2021 20:43,1/1/2019 0:00
Odessa,TX,2/5/2021 20:43,1/1/2019 0:00
Sugar Land,TX,2/5/2021 20:43,1/1/2019 0:00
Beaumont,TX,2/5/2021 20:43,1/1/2019 0:00
Richardson,TX,2/5/2021 20:43,1/1/2019 0:00
The Woodlands,TX,2/5/2021 20:43,1/1/2019 0:00
College Station,TX,2/5/2021 20:43,1/1/2019 0:00
Lewisville,TX,2/5/2021 20:43,1/1/2019 0:00
Tyler,TX,2/5/2021 20:43,1/1/2019 0:00
Wichita Falls,TX,2/5/2021 20:43,1/1/2019 0:00
League City,TX,2/5/2021 20:43,1/1/2019 0:00
Allen,TX,2/5/2021 20:43,1/1/2019 0:00
San Angelo,TX,2/5/2021 20:43,1/1/2019 0:00
Edinburg,TX,2/5/2021 20:43,1/1/2019 0:00
Conroe,TX,2/5/2021 20:43,1/1/2019 0:00
Bryan,TX,2/5/2021 20:43,1/1/2019 0:00
Mission,TX,2/5/2021 20:43,1/1/2019 0:00
Longview,TX,2/5/2021 20:43,1/1/2019 0:00
Atascocita,TX,2/5/2021 20:43,1/1/2019 0:00
