iter	Passed	Remaining
476	2525	5415
477	2530	5410
478	2536	5405
479	2541	5400
480	2546	5393
481	2551	5388
482	2556	5382
483	2561	5377
484	2566	5371
485	2571	5365
486	2576	5359
487	2581	5353
488	2586	5347
489	2591	5342
490	2596	5336
491	2602	5331
492	2608	5328
493	2613	5322
494	2618	5316
495	2624	5311
496	2629	5306
497	2634	5300
498	2639	5295
499	2645	5290
500	2650	5284
501	2655	5279
502	2660	5274
503	2665	5268
504	2670	5261
505	2676	5257
506	2682	5253
507	2689	5251
508	2694	5245
509	2699	5239
510	2704	5234
511	2709	5228
512	2714	5222
513	2719	5217
514	2724	5211
515	2730	5207
516	2736	5202
517	2741	5196
518	2746	5191
519	2751	5185
520	2756	5179
521	2761	5173
522	2766	5167
523	2771	5161
524	2776	5156
525	2781	5150
526	2787	5146
527	2792	5141
528	2797	5135
529	2802	5130
530	2808	5125
531	2813	5120
532	2819	5114
533	2824	5109
534	2829	5104
535	2834	5097
536	2840	5093
537	2844	5087
538	2850	5081
539	2854	5075
540	2859	5069
541	2864	5063
542	2870	5058
543	2876	5054
544	2881	5049
545	2886	5044
546	2892	5039
547	2897	5033
548	2902	5028
549	2908	5023
550	2913	5017
551	2918	5011
552	2923	5005
553	2928	5000
554	2933	4995
555	2939	4991
556	2945	4987
557	2950	4981
558	2956	4976
559	2962	4971
560	2967	4966
561	2972	4961
562	2978	4956
563	2983	4951
564	2989	4946
565	2994	4941
566	2999	4935
567	3004	4929
568	3010	4924
569	3015	4919
570	3020	4914
571	3025	4908
572	3031	4904
573	3036	4899
574	3041	4893
575	3046	4887
576	3052	4882
577	3056	4876
578	3061	4870
579	3066	4864
580	3071	4858
581	3077	4853
582	3082	4848
583	3087	4842
584	3092	4836
585	3097	4832
586	3103	4826
587	3109	4823
588	3114	4817
589	3119	4812
590	3125	4807
591	3131	4802
592	3136	4797
593	3141	4792
594	3147	4786
595	3153	4782
596	3158	4777
597	3163	4771
598	3168	4765
599	3173	4760
600	3179	4755
601	3184	4750
602	3189	4744
603	3194	4739
604	3200	4733
605	3205	4729
606	3210	4723
607	3216	4719
608	3222	4714
609	3227	4709
610	3232	4703
611	3237	4698
612	3243	4693
613	3249	4688
614	3255	4684
615	3260	4678
616	3265	4672
617	3270	4667
618	3276	4662
619	3282	4658
620	3287	4653
621	3292	4647
622	3298	4643
623	3304	4638
624	3309	4633
625	3315	4628
626	3319	4622
627	3324	4616
628	3329	4610
629	3334	4605
630	3340	4599
631	3345	4594
632	3350	4589
633	3355	4583
634	3361	4579
635	3366	4573
636	3371	4567
637	3376	4562
638	3381	4556
639	3387	4551
640	3393	4547
641	3398	4541
642	3403	4536
643	3409	4531
644	3414	4525
645	3419	4521
646	3425	4515
647	3430	4510
648	3435	4504
649	3440	4499
650	3445	4493
651	3450	4488
652	3457	4484
653	3461	4477
654	3467	4472
655	3472	4467
656	3477	4461
657	3483	4457
658	3488	4452
659	3494	4447
660	3499	4442
661	3505	4437
662	3510	4431
663	3515	4426
664	3520	4420
665	3526	4416
666	3531	4410
667	3536	4405
668	3541	4399
669	3547	4395
670	3553	4389
671	3558	4384
672	3563	4378
673	3568	4373
674	3573	4367
675	3578	4362
676	3584	4356
677	3589	4351
678	3594	4346
679	3599	4341
680	3605	4335
681	3610	4330
682	3615	4325
683	3621	4319
684	3626	4314
685	3630	4308
686	3636	4302
687	3641	4297
688	3646	4292
689	3651	4286
690	3658	4282
691	3662	4276
692	3668	4272
693	3673	4266
694	3679	4261
695	3684	4255
696	3689	4250
697	3693	4244
698	3698	4238
699	3703	4232
700	3708	4227
701	3714	4222
702	3719	4216
703	3724	4211
704	3729	4205
705	3734	4200
706	3739	4194
707	3745	4189
708	3749	4183
709	3754	4177
710	3760	4172
711	3765	4167
712	3770	4162
713	3776	4156
714	3781	4151
715	3786	4146
716	3791	4140
717	3797	4135
718	3802	4130
719	3807	4124
720	3812	4119
721	3817	4113
722	3822	4108
723	3828	4103
724	3833	4098
725	3839	4093
726	3845	4088
727	3850	4083
728	3856	4078
729	3861	4073
730	3866	4067
731	3872	4062
732	3877	4057
733	3882	4052
734	3887	4046
735	3893	4041
736	3898	4035
737	3903	4030
738	3908	4025
739	3913	4019
740	3919	4014
741	3924	4009
742	3929	4003
743	3934	3998
744	3940	3993
745	3945	3987
746	3951	3983
747	3956	3978
748	3962	3972
749	3967	3967
750	3972	3961
751	3978	3957
752	3983	3952
753	3988	3946
754	3994	3941
755	3999	3935
756	4005	3931
757	4010	3925
758	4015	3920
759	4020	3914
760	4025	3909
761	4030	3904
762	4036	3899
763	4041	3893
764	4046	3888
765	4052	3882
766	4057	3877
767	4062	3871
768	4067	3866
769	4072	3861
770	4078	3856
771	4083	3850
772	4088	3845
773	4094	3840
774	4099	3834
775	4104	3829
776	4109	3823
777	4114	3818
778	4119	3813
779	4125	3808
780	4130	3802
781	4135	3797
782	4140	3791
783	4145	3785
784	4151	3780
785	4156	3775
786	4161	3770
787	4167	3765
788	4173	3760
789	4178	3755
790	4184	3750
791	4189	3745
792	4194	3739
793	4199	3734
794	4205	3729
795	4210	3723
796	4215	3718
797	4220	3712
798	4225	3706
799	4230	3701
800	4236	3696
801	4242	3692
802	4248	3688
803	4254	3683
804	4259	3677
805	4265	3672
806	4270	3667
807	4275	3661
808	4281	3656
809	4286	3651
810	4292	3646
811	4298	3641
812	4303	3636
813	4308	3631
814	4314	3625
815	4319	3620
816	4324	3615
817	4329	3609
818	4334	3604
819	4339	3598
820	4345	3593
821	4350	3588
822	4356	3583
823	4362	3578
824	4367	3573
825	4372	3568
826	4378	3563
827	4384	3558
828	4389	3553
829	4394	3547
830	4400	3542
831	4406	3537
832	4410	3531
833	4415	3526
834	4420	3520
835	4425	3515
836	4430	3509
837	4435	3503
838	4440	3498
839	4446	3493
840	4451	3487
841	4456	3482
842	4461	3477
843	4467	3472
844	4473	3467
845	4478	3462
846	4483	3456
847	4489	3451
848	4494	3446
849	4499	3440
850	4505	3435
851	4510	3430
852	4515	3425
853	4520	3419
854	4526	3414
855	4531	3409
856	4536	3403
857	4543	3399
858	4548	3394
859	4553	3388
860	4559	3383
861	4564	3378
862	4570	3373
863	4575	3368
864	4581	3363
865	4586	3357
866	4591	3352
867	4596	3347
868	4602	3341
869	4607	3336
870	4613	3332
871	4619	3326
872	4624	3321
873	4629	3316
874	4635	3310
875	4640	3305
876	4645	3299
877	4650	3294
878	4655	3288
879	4660	3283
880	4665	3278
881	4670	3272
882	4676	3267
883	4681	3262
884	4686	3256
885	4692	3251
886	4697	3246
887	4702	3241
888	4708	3236
889	4713	3230
890	4718	3225
891	4723	3219
892	4728	3214
893	4734	3209
894	4739	3204
895	4745	3198
896	4750	3193
897	4755	3188
898	4760	3182
899	4766	3177
900	4771	3171
901	4776	3166
902	4781	3161
903	4786	3155
904	4792	3151
905	4798	3145
906	4802	3140
907	4807	3134
908	4812	3129
909	4818	3123
910	4823	3118
911	4829	3113
912	4834	3108
913	4840	3103
914	4846	3098
915	4850	3092
916	4856	3087
917	4861	3082
918	4867	3076
919	4872	3071
920	4877	3066
921	4882	3061
922	4887	3055
923	4893	3050
924	4898	3045
925	4904	3040
926	4910	3035
927	4914	3029
928	4920	3024
929	4925	3018
930	4931	3013
931	4936	3008
932	4941	3003
933	4946	2997
934	4951	2991
935	4956	2986
936	4961	2981
937	4966	2975
938	4972	2970
939	4977	2965
940	4982	2960
941	4988	2954
942	4993	2949
943	4998	2944
944	5004	2939
945	5009	2933
946	5014	2928
947	5019	2922
948	5024	2917
949	5029	2911
950	5033	2906
951	5038	2900
952	5043	2895
953	5049	2890
954	5054	2884
955	5059	2879
956	5065	2873
957	5070	2868
958	5076	2863
959	5081	2858
960	5087	2853
961	5092	2848
962	5097	2842
963	5103	2837
964	5108	2832
965	5113	2826
966	5118	2821
967	5123	2815
968	5129	2811
969	5135	2805
970	5140	2800
971	5145	2795
972	5150	2789
973	5155	2784
974	5160	2778
975	5166	2773
976	5171	2768
977	5176	2762
978	5180	2757
979	5186	2751
980	5191	2746
981	5196	2741
982	5201	2735
983	5207	2730
984	5212	2725
985	5218	2720
986	5224	2715
987	5229	2710
988	5234	2704
989	5239	2699
990	5244	2693
991	5249	2688
992	5255	2683
993	5259	2677
994	5265	2672
995	5270	2667
996	5276	2662
997	5281	2656
998	5286	2651
999	5291	2645
1000	5297	2640
1001	5303	2635
1002	5309	2630
1003	5315	2625
1004	5320	2620
1005	5326	2615
1006	5332	2610
1007	5336	2604
1008	5342	2599
1009	5347	2594
1010	5353	2589
1011	5358	2583
1012	5363	2578
1013	5368	2573
1014	5374	2567
1015	5380	2562
1016	5385	2557
1017	5391	2552
1018	5396	2547
1019	5401	2542
1020	5407	2536
1021	5412	2531
1022	5417	2526
1023	5422	2520
1024	5429	2515
1025	5434	2510
1026	5439	2505
1027	5444	2499
1028	5449	2494
1029	5455	2489
1030	5460	2484
1031	5466	2478
1032	5471	2473
1033	5477	2468
1034	5482	2463
1035	5487	2457
1036	5493	2452
1037	5499	2447
1038	5504	2442
1039	5509	2436
1040	5515	2431
1041	5521	2426
1042	5527	2421
1043	5532	2416
1044	5537	2411
1045	5542	2405
1046	5548	2400
1047	5554	2395
1048	5559	2390
1049	5565	2385
1050	5571	2380
1051	5576	2374
1052	5583	2370
1053	5588	2364
1054	5593	2359
1055	5598	2354
1056	5603	2348
1057	5609	2343
1058	5614	2338
1059	5619	2332
1060	5624	2327
1061	5629	2321
1062	5635	2316
1063	5640	2311
1064	5645	2306
1065	5650	2300
1066	5655	2295
1067	5660	2289
1068	5666	2284
1069	5672	2279
1070	5678	2274
1071	5682	2268
1072	5688	2263
1073	5694	2258
1074	5700	2253
1075	5705	2248
1076	5710	2242
1077	5716	2237
1078	5721	2232
1079	5726	2227
1080	5731	2221
1081	5737	2216
1082	5742	2211
1083	5748	2205
1084	5753	2200
1085	5758	2195
1086	5763	2189
1087	5768	2184
1088	5773	2179
1089	5779	2173
1090	5785	2168
1091	5789	2163
1092	5795	2158
1093	5801	2153
1094	5807	2148
1095	5812	2142
1096	5818	2137
1097	5823	2132
1098	5828	2126
1099	5833	2121
1100	5838	2115
1101	5843	2110
1102	5848	2105
1103	5853	2099
1104	5858	2094
1105	5864	2089
1106	5870	2083
1107	5875	2078
1108	5880	2073
1109	5886	2068
1110	5891	2062
1111	5896	2057
1112	5902	2052
1113	5907	2046
1114	5913	2041
1115	5919	2036
1116	5924	2031
1117	5930	2026
1118	5936	2021
1119	5941	2015
1120	5947	2010
1121	5952	2005
1122	5957	2000
1123	5963	1994
1124	5969	1989
1125	5974	1984
1126	5979	1979
1127	5985	1974
1128	5991	1968
1129	5996	1963
1130	6001	1958
1131	6006	1952
1132	6012	1947
1133	6018	1942
1134	6024	1937
1135	6029	1932
1136	6035	1926
1137	6040	1921
1138	6045	1916
1139	6050	1910
1140	6055	1905
1141	6060	1899
1142	6065	1894
1143	6070	1889
1144	6075	1883
1145	6081	1878
1146	6086	1873
1147	6091	1867
1148	6096	1862
1149	6101	1857
1150	6106	1851
1151	6111	1846
1152	6116	1840
1153	6122	1835
1154	6127	1830
1155	6132	1824
1156	6137	1819
1157	6142	1813
1158	6147	1808
1159	6153	1803
1160	6158	1798
1161	6163	1792
1162	6169	1787
1163	6175	1782
1164	6181	1777
1165	6186	1772
1166	6191	1766
1167	6196	1761
1168	6202	1756
1169	6208	1751
1170	6214	1745
1171	6219	1740
1172	6224	1735
1173	6229	1729
1174	6235	1724
1175	6240	1719
1176	6245	1714
1177	6251	1708
1178	6257	1703
1179	6262	1698
1180	6267	1692
1181	6273	1687
1182	6278	1682
1183	6283	1676
1184	6288	1671
1185	6293	1666
1186	6298	1660
1187	6304	1655
1188	6309	1650
1189	6314	1644
1190	6320	1639
1191	6326	1634
1192	6331	1629
1193	6337	1624
1194	6342	1618
1195	6348	1613
1196	6353	1608
1197	6358	1602
1198	6364	1597
1199	6369	1592
1200	6374	1586
1201	6380	1581
1202	6386	1576
1203	6391	1571
1204	6397	1566
1205	6403	1561
1206	6408	1555
1207	6413	1550
1208	6419	1545
1209	6424	1539
1210	6429	1534
1211	6434	1529
1212	6439	1523
1213	6444	1518
1214	6449	1512
1215	6455	1507
1216	6461	1502
1217	6466	1497
1218	6472	1492
1219	6478	1486
1220	6483	1481
1221	6489	1476
1222	6494	1470
1223	6499	1465
1224	6505	1460
1225	6510	1455
1226	6515	1449
1227	6521	1444
1228	6526	1439
1229	6531	1433
1230	6536	1428
1231	6542	1423
1232	6547	1417
1233	6552	1412
1234	6558	1407
1235	6562	1401
1236	6568	1396
1237	6573	1391
1238	6579	1385
1239	6584	1380
1240	6589	1375
1241	6594	1369
1242	6600	1364
1243	6605	1359
1244	6610	1353
1245	6616	1348
1246	6621	1343
1247	6626	1337
1248	6631	1332
1249	6637	1327
1250	6641	1321
1251	6646	1316
1252	6651	1311
1253	6657	1305
1254	6662	1300
1255	6668	1295
1256	6673	1290
1257	6678	1284
1258	6683	1279
1259	6689	1274
1260	6695	1268
1261	6700	1263
1262	6705	1258
1263	6711	1253
1264	6716	1247
1265	6722	1242
1266	6728	1237
1267	6733	1231
1268	6738	1226
1269	6744	1221
1270	6750	1216
1271	6755	1210
1272	6760	1205
1273	6766	1200
1274	6772	1195
1275	6777	1189
1276	6783	1184
1277	6788	1179
1278	6793	1173
1279	6798	1168
1280	6803	1163
1281	6808	1157
1282	6814	1152
1283	6819	1147
1284	6824	1141
1285	6829	1136
1286	6834	1131
1287	6839	1125
1288	6845	1120
1289	6851	1115
1290	6857	1110
1291	6862	1104
1292	6868	1099
1293	6874	1094
1294	6878	1088
1295	6884	1083
1296	6889	1078
1297	6894	1072
1298	6899	1067
1299	6905	1062
1300	6910	1057
1301	6916	1051
1302	6922	1046
1303	6927	1041
1304	6932	1035
1305	6937	1030
1306	6942	1025
1307	6948	1019
1308	6952	1014
1309	6957	1009
1310	6962	1003
1311	6967	998
1312	6972	993
1313	6977	987
1314	6983	982
1315	6988	977
1316	6994	971
1317	6999	966
1318	7004	961
1319	7010	955
1320	7015	950
1321	7020	945
1322	7026	939
1323	7031	934
1324	7036	929
1325	7041	924
1326	7047	918
1327	7052	913
1328	7057	908
1329	7063	902
1330	7068	897
1331	7074	892
1332	7080	887
1333	7082	881
1334	7088	876
1335	7093	870
1336	7099	865
1337	7104	860
1338	7109	854
1339	7114	849
1340	7119	844
1341	7125	838
1342	7131	833
1343	7136	828
1344	7142	823
1345	7147	817
1346	7153	812
1347	7158	807
1348	7163	801
1349	7168	796
1350	7174	791
1351	7179	785
1352	7185	780
1353	7190	775
1354	7195	770
1355	7201	764
1356	7207	759
1357	7213	754
1358	7218	748
1359	7224	743
1360	7230	738
1361	7235	733
1362	7241	727
1363	7246	722
1364	7251	717
1365	7257	711
1366	7262	706
1367	7267	701
1368	7273	695
1369	7278	690
1370	7283	685
1371	7289	680
1372	7294	674
1373	7299	669
1374	7304	664
1375	7310	658
1376	7315	653
1377	7321	648
1378	7326	642
1379	7331	637
1380	7338	632
1381	7343	626
1382	7348	621
1383	7353	616
1384	7359	611
1385	7364	605
1386	7371	600
1387	7376	595
1388	7381	589
1389	7387	584
1390	7393	579
1391	7398	574
1392	7404	568
1393	7410	563
1394	7415	558
1395	7420	552
1396	7425	547
1397	7430	542
1398	7435	536
1399	7441	531
1400	7446	526
1401	7451	520
1402	7457	515
1403	7462	510
1404	7467	504
1405	7472	499
1406	7477	494
1407	7482	488
1408	7488	483
1409	7494	478
1410	7499	473
1411	7505	467
1412	7510	462
1413	7515	457
1414	7520	451
1415	7526	446
1416	7531	441
1417	7536	435
1418	7541	430
1419	7546	425
1420	7552	419
1421	7557	414
1422	7562	409
1423	7568	403
1424	7574	398
1425	7579	393
1426	7583	387
1427	7589	382
1428	7595	377
1429	7600	372
1430	7605	366
1431	7610	361
1432	7616	356
1433	7621	350
1434	7626	345
1435	7631	340
1436	7636	334
1437	7641	329
1438	7646	324
1439	7651	318
1440	7657	313
1441	7662	308
1442	7667	302
1443	7673	297
1444	7678	292
1445	7684	286
1446	7689	281
1447	7695	276
1448	7701	271
1449	7706	265
1450	7712	260
1451	7717	255
1452	7722	249
1453	7728	244
1454	7733	239
1455	7738	233
1456	7743	228
1457	7749	223
1458	7754	217
1459	7760	212
1460	7765	207
1461	7771	201
1462	7776	196
1463	7781	191
1464	7786	186
1465	7791	180
1466	7796	175
1467	7802	170
1468	7807	164
1469	7812	159
1470	7818	154
1471	7823	148
1472	7828	143
1473	7834	138
1474	7839	132
1475	7844	127
1476	7850	122
1477	7855	116
1478	7861	111
1479	7866	106
1480	7871	100
1481	7877	95
1482	7882	90
1483	7887	85
1484	7893	79
1485	7898	74
1486	7903	69
1487	7908	63
1488	7913	58
1489	7918	53
1490	7923	47
1491	7929	42
1492	7935	37
1493	7940	31
1494	7945	26
1495	7950	21
1496	7956	15
1497	7962	10
1498	7967	5
1499	7972	0
