iter	RMSE
387	59899.66851
388	59799.27427
389	59650.23119
390	59548.31396
391	59429.19001
392	59251.27713
393	59100.31199
394	59021.15601
395	58991.32906
396	58928.73931
397	58783.77267
398	58719.63289
399	58622.06776
400	58536.38085
401	58451.13839
402	58406.39323
403	58328.69203
404	58183.45057
405	58117.06307
406	58081.20999
407	58039.68447
408	57938.05061
409	57836.85128
410	57754.81784
411	57655.55884
412	57508.36842
413	57417.98811
414	57378.15562
415	57322.26319
416	57261.25872
417	57132.67259
418	57081.50765
419	56975.03772
420	56855.57536
421	56714.68768
422	56604.19389
423	56522.6673
424	56459.28561
425	56355.37096
426	56327.15298
427	56250.79164
428	56156.34546
429	56084.35764
430	55999.43855
431	55933.64301
432	55850.39048
433	55772.19938
434	55743.16711
435	55653.13873
436	55617.17547
437	55528.92507
438	55499.32809
439	55364.2885
440	55243.99858
441	55141.06826
442	55094.5907
443	54975.51985
444	54862.82689
445	54765.93681
446	54715.51117
447	54618.75634
448	54506.8942
449	54454.96181
450	54375.51676
451	54272.65824
452	54212.07002
453	54143.69473
454	54051.5581
455	53990.37249
456	53881.05612
457	53830.07948
458	53792.51334
459	53735.75981
460	53673.6438
461	53505.39506
462	53460.46309
463	53363.24748
464	53253.07294
465	53181.76221
466	53141.63718
467	53071.95829
468	53047.77067
469	52965.51451
470	52870.69073
471	52855.31969
472	52794.51782
473	52704.44051
474	52571.3374
475	52455.28415
476	52404.20923
477	52321.53328
478	52275.05871
479	52209.60665
480	52154.31848
481	52103.41339
482	52026.26416
483	51950.99966
484	51885.24517
485	51831.73546
486	51804.44447
487	51691.87454
488	51600.69606
489	51551.11964
490	51527.44222
491	51456.27259
492	51369.22762
493	51256.17487
494	51201.51395
495	51093.00204
496	51039.39096
497	50958.36441
498	50883.80348
499	50787.72427
500	50718.06805
501	50631.70781
502	50579.25226
503	50499.82893
504	50487.07091
505	50414.65138
506	50353.64087
507	50305.13196
508	50248.94786
509	50181.41231
510	50114.971
511	50061.0563
512	50000.23647
513	49946.33441
514	49866.94057
515	49781.10512
516	49698.02581
517	49595.18047
518	49529.37442
519	49494.02771
520	49457.7418
521	49370.4749
522	49315.8742
523	49282.91439
524	49216.32726
525	49168.39147
526	49088.8867
527	49039.80022
528	48955.67433
529	48844.67037
530	48771.93198
531	48746.12116
532	48686.99295
533	48644.91539
534	48625.81984
535	48540.77656
536	48484.72367
537	48440.84756
538	48396.31937
539	48335.07788
540	48286.31137
541	48227.30147
542	48213.64985
543	48171.70431
544	48106.01072
545	48012.47129
546	47957.38544
547	47881.43049
548	47834.92083
549	47745.72745
550	47707.97226
551	47659.5456
552	47612.45688
553	47588.86457
554	47525.05477
555	47486.54725
556	47424.58611
557	47378.21377
558	47317.71475
559	47261.85965
560	47189.27399
561	47155.94261
562	47050.0834
563	46997.66942
564	46967.80393
565	46918.76411
566	46862.81126
567	46786.59044
568	46751.31477
569	46691.35521
570	46640.34401
571	46604.17406
572	46530.26021
573	46472.96211
574	46436.92904
575	46398.14065
576	46359.11068
577	46324.35
578	46256.93712
579	46188.97146
580	46165.20916
581	46083.70082
582	46030.63586
583	45999.64581
584	45952.43086
585	45890.79333
586	45858.39241
587	45788.93753
588	45747.57556
589	45689.67773
590	45609.28338
591	45573.96882
592	45541.54546
593	45512.21727
594	45403.8975
595	45369.39905
596	45305.85562
597	45271.79956
598	45228.44385
599	45172.7575
600	45007.15091
601	44926.61675
602	44868.13422
603	44806.7654
604	44754.63069
605	44686.97946
606	44641.82344
607	44572.9122
608	44490.85348
609	44451.90184
610	44340.96417
611	44273.8619
612	44229.81544
613	44196.31119
614	44175.72837
615	44098.65399
616	44022.00057
617	43996.5739
618	43938.76951
619	43900.33147
620	43853.9577
621	43810.03637
622	43758.79604
623	43728.29785
624	43680.10682
625	43613.41907
626	43609.76692
627	43556.74441
628	43534.58893
629	43515.19582
630	43448.11141
631	43409.106
632	43322.52841
633	43265.35022
634	43191.99024
635	43132.74295
636	43088.31685
637	43034.20273
638	42988.71369
639	42948.50115
640	42912.5769
641	42873.75012
642	42789.86392
643	42744.42058
644	42682.85146
645	42624.27818
646	42549.23217
647	42510.996
648	42477.8867
649	42433.69129
650	42369.88742
651	42319.33752
652	42288.61553
653	42253.71406
654	42252.54612
655	42232.04447
656	42181.70023
657	42127.29805
658	42066.61479
659	42026.42132
660	41963.95062
661	41935.34103
662	41919.50249
663	41866.15099
664	41782.45422
665	41731.06387
666	41690.73559
667	41624.19333
668	41603.55892
669	41558.21568
670	41495.12924
671	41450.62977
672	41391.49176
673	41369.12331
674	41334.27725
675	41319.77146
676	41300.73495
677	41260.69357
678	41235.09847
679	41178.71997
680	41141.9819
681	41090.71002
682	41035.62289
683	41003.59385
684	40944.89133
685	40930.05725
686	40882.73686
687	40817.87321
688	40781.37742
689	40733.29867
690	40674.72429
691	40608.50749
692	40549.132
693	40505.55605
694	40466.97171
695	40441.18927
696	40409.77065
697	40374.04586
698	40310.78256
699	40250.22339
700	40225.87507
701	40147.79046
702	40118.57416
703	40075.61221
704	40015.87553
705	39998.61418
706	39957.00133
707	39902.99046
708	39865.39281
709	39813.67205
710	39765.78797
711	39705.69351
712	39686.38861
713	39653.30835
714	39613.30463
715	39577.73367
716	39520.91695
717	39505.83866
718	39459.0482
719	39441.93705
720	39406.72691
721	39383.46154
722	39339.59411
723	39290.70039
724	39258.05571
725	39203.12836
726	39156.41043
727	39075.42427
728	39028.35559
729	38989.82768
730	38937.31986
731	38888.59436
732	38852.21792
733	38819.8715
734	38790.50393
735	38748.21184
736	38675.27865
737	38615.65995
738	38559.18782
739	38514.81103
740	38462.47042
741	38417.49186
742	38366.2272
743	38348.06543
744	38322.68465
745	38269.15857
746	38238.31402
747	38209.54308
748	38137.25348
749	38097.52497
750	38075.79401
751	38058.11834
752	38033.33144
753	38012.22893
754	37973.57688
755	37940.62307
756	37884.2496
757	37841.07839
758	37820.04073
759	37782.22518
760	37751.4847
761	37729.371
762	37699.91954
763	37682.63671
764	37653.01883
765	37616.69129
766	37584.61358
767	37547.5905
768	37523.20106
769	37506.81448
770	37475.77837
771	37453.96357
772	37402.52594
773	37351.22643
774	37325.00363
775	37281.33932
776	37262.75359
777	37216.07005
778	37166.96473
779	37134.07804
780	37061.16636
781	37026.03019
782	36992.30619
783	36941.40519
784	36874.09299
785	36836.05015
786	36771.54001
787	36741.25465
788	36707.23199
789	36676.63667
790	36647.58533
791	36613.78141
792	36602.489
793	36578.7595
794	36515.34096
795	36487.00537
796	36449.57134
797	36405.12425
798	36382.23815
799	36363.3862
800	36338.58445
801	36283.68935
802	36235.0988
803	36191.71586
804	36149.91747
805	36112.06396
806	36068.36826
807	36018.70986
808	35975.40702
809	35938.68241
810	35888.47501
811	35852.0757
812	35799.36467
813	35747.47077
814	35715.14897
815	35695.89724
816	35657.27472
817	35619.04408
818	35585.5813
819	35549.82668
820	35500.18465
821	35444.76381
822	35422.06728
823	35380.41987
824	35355.41844
825	35326.26396
826	35275.16845
827	35231.09461
828	35189.10971
829	35150.35362
830	35094.65596
831	35055.47584
832	35036.09315
833	35001.91758
834	34983.1879
835	34964.80572
836	34932.78367
837	34898.7646
838	34883.79866
839	34853.48651
840	34827.08019
841	34796.4881
842	34782.61954
843	34770.93426
844	34711.92232
845	34696.15329
846	34661.10152
847	34634.42893
848	34614.42632
849	34590.39707
850	34570.28279
851	34549.24069
852	34529.33528
853	34510.21188
854	34468.60531
855	34429.10097
856	34387.17643
857	34334.81501
858	34309.03129
859	34273.28574
860	34216.11693
861	34171.63774
862	34131.47993
863	34087.8332
864	34054.11118
865	34011.52254
866	33988.2875
867	33967.70844
868	33940.97178
869	33917.47392
870	33861.56979
871	33820.69831
872	33781.87508
873	33765.68094
874	33742.00103
875	33732.03303
876	33708.53674
877	33687.56901
878	33649.20976
879	33606.852
880	33587.5298
881	33559.27976
882	33529.94904
883	33504.5771
884	33473.58511
885	33449.24309
886	33415.18719
887	33397.15344
888	33346.05742
889	33300.32819
890	33288.76614
891	33252.56762
892	33215.73275
893	33174.95989
894	33136.82077
895	33091.9296
896	33057.422
897	33038.82488
898	33001.9419
899	32974.92479
900	32929.86724
901	32897.62693
902	32841.1615
903	32814.91806
904	32776.78828
905	32757.5593
906	32756.73537
907	32727.17715
908	32700.15541
909	32684.18329
910	32666.67419
911	32625.66329
912	32601.62753
913	32551.7115
914	32508.52426
915	32493.35462
916	32464.96437
917	32452.04694
918	32403.14711
919	32367.42051
920	32310.63394
921	32289.09047
922	32261.99244
923	32217.33533
924	32202.89921
925	32180.72714
926	32147.66495
927	32140.52698
928	32116.97325
929	32098.02348
930	32063.9349
931	32053.1688
932	32034.50989
933	32021.84167
934	32002.76981
935	31982.27068
936	31937.22217
937	31909.56865
938	31876.40737
939	31862.86182
940	31842.99558
941	31809.67875
942	31779.57114
943	31767.71623
944	31749.4864
945	31731.19186
946	31708.25977
947	31670.13723
948	31660.7015
949	31637.23583
950	31632.05084
951	31612.00093
952	31576.10689
953	31548.80904
954	31527.26581
955	31502.20328
956	31451.60866
957	31420.7577
958	31402.30195
959	31379.9078
960	31350.64287
961	31333.27837
962	31298.97377
963	31257.73227
964	31238.40107
965	31224.44943
966	31194.44793
967	31176.46266
968	31123.19444
969	31099.51798
970	31061.61906
971	31039.27596
972	31009.42187
973	31004.50905
974	30979.24982
975	30946.69051
976	30919.71724
977	30919.16038
978	30894.32855
979	30872.45128
980	30848.65549
981	30822.23915
982	30784.70672
983	30748.65712
984	30717.15293
985	30681.78713
986	30660.84844
987	30636.77278
988	30634.05252
989	30623.90319
990	30588.50907
991	30553.21183
992	30537.02098
993	30524.26136
994	30510.28458
995	30491.05735
996	30470.66837
997	30443.69076
998	30413.67067
999	30394.77259
1000	30358.26106
1001	30307.63641
1002	30306.86156
1003	30277.16832
1004	30249.96073
1005	30238.69255
1006	30207.06134
1007	30192.80129
1008	30163.12409
1009	30133.27966
1010	30105.80143
1011	30090.37942
1012	30056.17154
1013	30026.76367
1014	29987.84158
1015	29961.42144
1016	29932.15811
1017	29886.81841
1018	29865.16972
1019	29851.84736
1020	29822.8619
1021	29790.93557
1022	29772.10673
1023	29742.47444
1024	29723.16348
1025	29695.30463
1026	29667.95788
1027	29653.61453
1028	29635.05597
1029	29616.43911
1030	29597.70406
1031	29572.30063
1032	29545.4397
1033	29526.32485
1034	29500.87523
1035	29489.7321
1036	29465.1378
1037	29443.03208
1038	29405.78365
1039	29387.89546
1040	29348.02107
1041	29329.6896
1042	29318.01394
1043	29303.42204
1044	29285.92647
1045	29258.78757
1046	29232.72903
1047	29181.82005
1048	29160.41032
1049	29133.57906
1050	29116.22734
1051	29096.55573
1052	29075.84024
1053	29047.51152
1054	29010.6902
1055	28984.83514
1056	28984.57109
1057	28966.4414
1058	28939.38211
1059	28919.05449
1060	28905.64676
1061	28903.53683
1062	28875.93569
1063	28875.73134
1064	28849.91759
1065	28839.42219
1066	28829.17439
1067	28813.5264
1068	28794.74616
1069	28780.21499
1070	28757.20593
1071	28746.97572
1072	28729.45925
1073	28689.679
1074	28662.67398
1075	28647.38603
1076	28628.82744
1077	28614.85665
1078	28586.83982
1079	28559.06644
1080	28546.82551
1081	28513.49761
1082	28488.64121
1083	28472.32198
1084	28446.7373
1085	28401.3237
1086	28389.35049
1087	28373.12062
1088	28356.3431
1089	28326.86799
1090	28309.15794
1091	28287.01662
1092	28269.96113
1093	28247.90668
1094	28227.15798
1095	28204.39163
1096	28187.69044
1097	28165.63215
1098	28144.07539
1099	28125.16404
1100	28110.16293
1101	28103.96933
1102	28081.63174
1103	28071.91326
1104	28031.54506
1105	28008.52872
1106	27977.80808
1107	27958.2562
1108	27933.06718
1109	27915.96727
1110	27895.8076
1111	27877.99241
1112	27857.751
1113	27846.18251
1114	27816.7952
1115	27782.39699
1116	27764.90252
1117	27742.88698
1118	27735.64619
1119	27694.4594
1120	27667.75354
1121	27634.61464
1122	27618.88606
1123	27597.04284
1124	27579.10661
1125	27565.29423
1126	27545.21283
1127	27522.49842
1128	27488.39337
1129	27458.83847
1130	27441.57802
1131	27426.66431
1132	27394.34155
1133	27384.52998
1134	27353.08193
1135	27334.02455
1136	27301.64771
1137	27295.75554
1138	27278.94379
1139	27266.14014
1140	27243.63292
1141	27218.97119
1142	27198.78776
1143	27172.64998
1144	27169.10055
1145	27162.01408
1146	27145.58519
1147	27121.43852
1148	27101.49818
1149	27083.42006
1150	27068.63567
1151	27050.12871
1152	27040.10639
1153	27014.91376
1154	26992.73295
1155	26974.83443
1156	26963.50042
1157	26950.01862
1158	26926.88254
1159	26891.95141
1160	26873.898
1161	26853.07661
1162	26813.60772
1163	26787.93181
1164	26775.68675
1165	26754.51991
1166	26731.05894
1167	26705.69212
1168	26687.41569
1169	26664.72407
1170	26646.16936
1171	26614.54563
1172	26560.84909
1173	26522.33064
1174	26509.65164
1175	26484.81516
1176	26464.58809
1177	26451.42634
1178	26422.20919
1179	26398.6089
1180	26370.08977
1181	26349.87208
1182	26320.40551
1183	26307.05507
1184	26287.53087
1185	26264.88309
1186	26249.21294
1187	26233.62734
1188	26219.70228
1189	26208.99509
1190	26162.16586
1191	26146.1524
1192	26124.08666
1193	26099.21518
1194	26088.41334
1195	26063.81489
1196	26050.36333
1197	26031.60006
1198	26023.45663
1199	26006.51211
1200	25989.79016
1201	25980.90605
1202	25961.62525
1203	25952.30048
1204	25946.62237
1205	25920.31138
1206	25885.22817
1207	25868.67028
1208	25846.24159
1209	25833.58594
1210	25803.22395
1211	25781.93812
1212	25752.29601
1213	25747.26897
1214	25722.1849
1215	25698.68845
1216	25666.81252
1217	25649.25377
1218	25618.52808
1219	25606.37935
1220	25583.23234
1221	25551.66933
1222	25535.4345
1223	25523.36373
1224	25511.81957
1225	25488.53057
1226	25476.38057
1227	25464.73224
1228	25452.75096
1229	25438.94911
1230	25427.02394
1231	25420.56
1232	25418.62643
1233	25407.48982
1234	25389.25012
1235	25385.7763
1236	25364.61693
1237	25354.58744
1238	25333.35346
1239	25315.97998
1240	25294.92281
1241	25270.39722
1242	25250.96424
1243	25211.7221
1244	25200.47497
1245	25186.2832
1246	25180.21348
1247	25165.24595
1248	25153.19131
1249	25135.59614
1250	25135.46591
1251	25107.00383
1252	25085.94906
1253	25068.51393
1254	25050.92655
1255	25046.09351
1256	25038.35607
1257	25025.74281
1258	25010.6048
1259	25001.85866
1260	24982.79524
1261	24971.62929
1262	24962.89514
1263	24938.09026
1264	24907.13728
1265	24896.40163
1266	24879.65461
1267	24856.88849
1268	24817.74962
1269	24808.64724
1270	24797.40681
1271	24775.36303
1272	24751.84329
1273	24741.17624
1274	24725.73152
1275	24703.45144
1276	24680.14765
1277	24674.12635
1278	24671.15842
1279	24649.0182
1280	24642.02276
1281	24620.01881
1282	24604.21478
1283	24587.41987
1284	24570.12036
1285	24561.60389
1286	24551.02307
1287	24529.92452
1288	24506.41157
1289	24489.92171
1290	24477.32502
1291	24460.95598
1292	24460.32623
1293	24446.7898
1294	24446.34838
1295	24422.2686
1296	24410.49528
1297	24393.31903
1298	24378.969
1299	24346.41633
1300	24332.8688
1301	24303.75775
1302	24294.83554
1303	24275.4265
1304	24255.92438
1305	24242.95883
1306	24230.49148
1307	24216.8903
1308	24208.76839
1309	24191.77436
1310	24180.21298
1311	24172.95395
1312	24170.65967
1313	24164.49036
1314	24153.66399
1315	24131.83554
1316	24108.208
1317	24087.32534
1318	24064.52389
1319	24047.30798
1320	24032.38475
1321	24019.11832
1322	23988.52418
1323	23974.82484
1324	23974.67707
1325	23958.99749
1326	23947.59234
1327	23934.10383
1328	23925.99116
1329	23921.01831
1330	23904.80927
1331	23890.0616
1332	23871.11829
1333	23871.00022
1334	23848.64134
1335	23836.65781
1336	23829.07677
1337	23819.0249
1338	23810.65135
1339	23789.41146
1340	23781.84688
1341	23765.54025
1342	23757.56911
1343	23745.74752
1344	23729.02589
1345	23708.05008
1346	23697.63619
1347	23680.66403
1348	23653.20646
1349	23628.39332
1350	23622.27295
1351	23602.48304
1352	23592.21551
1353	23575.84989
1354	23563.69871
1355	23525.43602
1356	23496.08719
1357	23482.15112
1358	23445.62707
1359	23439.99811
1360	23427.63623
1361	23416.5431
1362	23407.09781
1363	23396.26333
1364	23374.28396
1365	23365.76597
1366	23354.54849
1367	23345.88485
1368	23338.18165
1369	23310.18371
1370	23300.85633
1371	23288.2085
1372	23276.64305
1373	23250.58359
1374	23239.00252
1375	23231.03639
1376	23215.45909
1377	23205.31092
1378	23193.17633
1379	23187.12711
1380	23166.30408
1381	23154.7311
1382	23149.09475
1383	23129.57123
1384	23115.15045
1385	23097.7426
1386	23074.18432
1387	23060.93635
1388	23046.28568
1389	23025.9155
1390	23013.35799
1391	22996.1287
1392	22972.80483
1393	22957.93184
1394	22957.62729
1395	22952.45569
1396	22926.15599
1397	22908.84437
1398	22897.89852
1399	22886.77009
1400	22865.04874
1401	22860.06132
1402	22851.9925
1403	22843.37131
1404	22843.04256
1405	22815.29761
1406	22800.25251
1407	22778.31982
1408	22764.02316
1409	22756.76542
1410	22742.9382
1411	22727.41106
1412	22707.5303
1413	22692.75611
1414	22671.27729
1415	22665.50457
1416	22661.64294
1417	22649.83819
1418	22628.89002
1419	22621.85212
1420	22608.12093
1421	22599.73667
1422	22584.06591
1423	22568.51968
1424	22550.57438
1425	22540.56097
1426	22533.17477
1427	22515.30949
1428	22499.62599
1429	22486.20889
1430	22472.08822
1431	22467.69718
1432	22443.56506
1433	22421.96689
1434	22412.41195
1435	22397.84341
1436	22380.08432
1437	22350.13678
1438	22344.33811
1439	22337.35852
1440	22321.90973
1441	22301.87524
1442	22291.33493
1443	22270.66984
1444	22248.55625
1445	22235.79641
1446	22211.55046
1447	22195.78727
1448	22160.87216
1449	22153.54895
1450	22146.89576
1451	22139.59191
1452	22131.86926
1453	22108.05349
1454	22100.84005
1455	22092.63798
1456	22078.44112
1457	22055.23627
1458	22048.54452
1459	22032.34146
1460	22024.73974
1461	22013.85805
1462	22001.66714
1463	21981.71951
1464	21981.02736
1465	21967.83626
1466	21949.98805
1467	21935.08116
1468	21924.9316
1469	21911.10589
1470	21891.12069
1471	21874.91004
1472	21860.19731
1473	21851.47858
1474	21823.11803
1475	21818.13887
1476	21802.6293
1477	21788.85666
1478	21776.07909
1479	21752.36513
1480	21746.08068
1481	21732.71029
1482	21725.95184
1483	21719.87218
1484	21703.07618
1485	21696.61721
1486	21679.77657
1487	21675.81533
1488	21670.15389
1489	21642.9057
1490	21633.85841
1491	21620.84788
1492	21608.29401
1493	21600.53193
1494	21591.60246
1495	21567.05127
1496	21557.86613
1497	21531.39532
1498	21531.15999
1499	21519.24888
